LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,non_overcrowded_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01005113,E01005113 : Manchester 047C,8.8,20.28,2.22,30.42,69.95,88.03945746,14.03,1.98,11.7,0.52
E01005114,E01005114 : Manchester 047D,3.3,43.02,33.95,11.76,22.21,97.54601227,13.66,1.95,11.77,0.56
E01005116,E01005116 : Manchester 047E,5.2,35.57,9.26,29.2,51.52,96.67673716,14.09,1.94,11.79,0.5
E01005071,E01005071 : Manchester 048A,7.02,23.31,1.77,36.43,56.79,92.50681199,14.3,1.89,12.02,0.46
E01005072,E01005072 : Manchester 048B,6.12,31.69,1.63,26.34,60.07,92.08381839,14.98,1.88,11.56,0.53
E01005073,E01005073 : Manchester 048C,5.66,28.38,27.82,6.55,26.51,97.05400982,15.78,1.94,12.82,0.52
E01005112,E01005112 : Manchester 048D,7.52,27.05,9.47,24.41,45.41,93.94387001,15.1,1.92,12.69,0.49
E01005117,E01005117 : Manchester 048E,10.69,24.61,6.47,25.28,76.13,92.19712526,14.95,1.95,12.25,0.5
E01005085,E01005085 : Manchester 049A,12.04,23.15,3.53,27.56,73.08,91.10738255,15.52,1.96,13.23,0.53
E01005086,E01005086 : Manchester 049B,11.07,19.57,3.85,30.77,74.64,91.31054131,15.08,1.96,12.65,0.5
E01005089,E01005089 : Manchester 049C,11.32,20.57,8.61,27.55,76.4,91.67862267,15.69,1.98,12.67,0.48
E01005289,E01005289 : Manchester 049D,9.7,17.1,3.07,16.22,73.08,93.2311622,14.94,2,11.94,0.47
E01005295,E01005295 : Manchester 049E,5.19,41.09,11.38,22.59,49.17,95.61787905,15.56,2,12.94,0.41
E01005087,E01005087 : Manchester 050A,9.88,21.63,4.49,22.72,80.82,90.53549191,15.95,1.93,12.79,0.52
E01005088,E01005088 : Manchester 050B,9.61,18.48,3.31,38.21,79.37,90.63360882,16.3,1.93,12.8,0.46
E01005090,E01005090 : Manchester 050C,13.41,19.91,2.91,29.07,75.64,90.47619048,17.35,1.94,13.2,0.48
E01005091,E01005091 : Manchester 050D,8.78,24.68,6.96,25.11,83.24,93.47826087,16.3,1.99,12.69,0.47
E01005291,E01005291 : Manchester 050E,9.94,19.18,2.06,13.8,75.18,91.9236417,16.3,1.99,11.89,0.48
E01005068,E01005068 : Manchester 051A,7.2,23.2,2.9,38.45,58.67,94.74412172,14.59,1.79,12.47,0.5
E01005070,E01005070 : Manchester 051B,7.87,27.67,1.99,19.55,72.32,92.15442092,14.17,1.84,12.1,0.44
E01005074,E01005074 : Manchester 051C,7.13,20.99,5.73,15.79,59.1,93.03405573,16.16,1.91,12.19,0.51
E01005075,E01005075 : Manchester 051D,5.96,25.12,7.42,30.42,59.76,92.14814815,13.21,1.73,12.54,0.48
E01005319,E01005319 : Manchester 051E,7.79,23.26,3.36,40.27,61.34,91.39664804,17.35,1.94,12.23,0.49
E01005290,E01005290 : Manchester 052A,10.08,20.02,5.24,28.97,64.96,93.70424597,15.25,2.05,11.81,0.47
E01005292,E01005292 : Manchester 052B,11.1,20.76,3.29,42.51,69.7,94.91778774,14.62,1.98,11.29,0.5
E01005293,E01005293 : Manchester 052C,3.88,24.06,3.9,39.18,24.95,98.25581395,16.3,1.99,11.89,0.43
E01005294,E01005294 : Manchester 052D,5.97,31.87,24.53,14.53,27.27,97.49216301,14.87,1.98,10.92,0.5
E01005317,E01005317 : Manchester 052E,6.83,26.24,6.63,25,56.43,92.92709467,14.82,1.94,10.82,0.48
E01005313,E01005313 : Manchester 053A,9.49,16.87,2.16,41.46,59.97,92.05298013,16.82,1.97,11.76,0.51
E01005314,E01005314 : Manchester 053B,8.09,20.1,2.85,42.25,58.81,90.10989011,18.52,2.16,11.12,0.48
E01005315,E01005315 : Manchester 053C,10.17,19.23,2.83,31.33,72.2,94.71744472,18.13,2.09,11.17,0.49
E01005316,E01005316 : Manchester 053D,7.51,27.22,13.17,34.73,56.81,93.93063584,12.25,1.72,10.79,0.14
E01005318,E01005318 : Manchester 053E,7.61,20.53,1.78,40.33,59.11,93.76590331,17.13,2.09,11.02,0.48
E01005130,E01005130 : Manchester 054A,9.82,34.4,4.39,33.88,83.67,91.24487004,23.25,2.63,15.72,0.46
E01033651,E01033651 : Manchester 054B,6.36,72.89,0.31,2.3,84.74,95.19331243,23.46,2.65,15.72,0.06
E01033658,E01033658 : Manchester 054C,12.16,56.86,0,0.56,75.53,81.83098592,21.27,2.57,15.01,0.11
E01033664,E01033664 : Manchester 054D,7.42,67.5,0.19,0.28,86.25,92.29340761,24.11,2.73,15.72,0.11
E01033667,E01033667 : Manchester 054E,8.01,65.82,0.11,0.8,76.48,95.22727273,24.11,2.73,15.72,0.12
E01005128,E01005128 : Manchester 055A,16.36,54.73,0,0,84.15,91.35446686,17.86,2.54,14.02,0.13
E01033653,E01033653 : Manchester 055B,8,63.02,0.44,0.79,78.52,90.57591623,19.94,2.6,14.59,0.11
E01033654,E01033654 : Manchester 055C,15.23,50.62,0.36,0.53,75.49,93.42806394,20.78,2.71,14.51,0.12
E01033661,E01033661 : Manchester 055E,4.12,73.09,0.33,2.75,79.2,96.09310058,21.02,2.64,14.81,0.15
E01034129,E01034129 : Manchester 055F,5.4,75.36,0.47,3.44,74.25,94.99217527,24.11,2.73,15.72,0.09
E01034130,E01034130 : Manchester 055G,4.25,76.73,0.51,0,76.6,94.75703325,22.92,2.59,15.72,0.1
E01005143,E01005143 : Manchester 056A,10.79,25.73,7.94,56.87,64.43,75.53593947,19.07,2.27,13.63,0.25
E01033655,E01033655 : Manchester 056B,5.21,76.63,0,0.4,82.42,93.27956989,22.12,2.58,15.61,0.13
E01033665,E01033665 : Manchester 056C,5.89,65.88,0.22,1.09,76.31,90.28384279,22.12,2.59,14.65,0.14
E01033676,E01033676 : Manchester 056D,10.48,26.94,7.12,37.67,73.09,83.72093023,21.28,2.5,14.46,0.41
E01005212,E01005212 : Manchester 057A,31.04,30,1.71,13.4,86.45,90.94488189,17.86,2.54,13.82,0.29
E01033656,E01033656 : Manchester 057B,22.94,38.78,0,0.21,79.71,95.85921325,17.86,2.54,14.02,0.15
E01033662,E01033662 : Manchester 057C,13.27,62.13,0.41,1.24,83.02,92.45087901,17.86,2.54,14.02,0.11
E01005142,E01005142 : Manchester 058A,13.49,21.5,8.12,37.32,81.08,81.58640227,18.68,2.23,13.65,0.39
E01005147,E01005147 : Manchester 058B,13.97,28.31,9.13,34.86,78.95,81.82831661,20.53,2.42,14.4,0.35
E01033674,E01033674 : Manchester 058C,10.64,41.56,6.31,11.56,78.53,92.36526946,21.16,2.5,14.8,0.15
E01033675,E01033675 : Manchester 058D,11.04,32.94,7.13,21.53,69.04,87.01298701,20.26,2.39,13.55,0.39
E01005213,E01005213 : Manchester 059A,16.14,40.38,2.41,17.27,85.26,91.18150685,18.29,2.49,13.37,0.35
E01033660,E01033660 : Manchester 059B,4.45,78.8,0,0.12,71.54,96.15832363,18.72,2.43,13.35,0.15
E01033672,E01033672 : Manchester 059C,9.59,50.55,1.63,23.54,79.28,93.15960912,18.29,2.49,13.37,0.36
E01033673,E01033673 : Manchester 059D,3.47,76.56,0.12,0,77.01,96.85314685,18.72,2.43,13.35,0.16
E01033677,E01033677 : Manchester 060A,6.46,70.61,0.49,0,71.59,96.06557377,19.99,2.56,14.55,0.11
E01033681,E01033681 : Manchester 060B,4.03,78.74,0.12,0.12,68.12,97.29411765,18.76,2.47,13.89,0.1
E01033682,E01033682 : Manchester 060C,3.81,74.69,0.4,0.8,61.62,94.14114514,18.91,2.47,13.82,0.19
E01034131,E01034131 : Manchester 060E,6.07,66.5,0.31,0.15,80.09,96.3190184,17.86,2.54,13.66,0.12
E01034132,E01034132 : Manchester 060F,6.43,64.05,0,0.21,85.27,95.50679206,17.86,2.54,13.66,0.1
E01005129,E01005129 : Manchester 061A,9.44,37.7,3.36,42.33,73.14,91.13772455,20.69,2.48,14.09,0.38
E01005132,E01005132 : Manchester 061B,8.09,28.35,4.98,54.92,61.71,86.61137441,20.97,2.45,14.53,0.35
E01034133,E01034133 : Manchester 061C,5.87,43.74,4.43,33.86,75.17,90.20501139,22.82,2.57,15.72,0.39
E01034134,E01034134 : Manchester 061D,1.46,81.79,0.45,1.64,74.93,98.65269461,21.73,2.45,15.72,0.12
E01034135,E01034135 : Manchester 062A,3.69,71.08,1.09,10.45,55.23,96.09984399,20.03,2.35,14.44,0.18
E01033688,E01033688 : Manchester 062B,8.1,26.64,6.88,40.26,77.75,91.86875892,19.83,2.47,13.95,0.49
E01034136,E01034136 : Manchester 062C,5.46,76,0.17,4.46,66.34,96.86985173,21.73,2.45,15.72,0.18
E01033684,E01033684 : Manchester 062D,4.42,76.71,0,0.69,81.93,96.56188605,21.05,2.65,14.58,0.14
E01005234,E01005234 : Manchester 063A,11.86,22.92,6.63,58.55,65.9,78.15384615,16.62,2.23,13.36,0.21
E01005233,E01005233 : Manchester 063B,13.21,23.03,9.67,70.48,73.32,75.69974555,18.23,2.31,13.35,0.17
E01034137,E01034137 : Manchester 063C,13.57,24.51,10.12,50.4,60.77,79.7979798,17.43,2.28,13.35,0.23
E01005238,E01005238 : Manchester 063D,9.81,25.94,4.65,53.36,51.89,80.41237113,16.62,2.23,13.36,0.26
E01005200,E01005200 : Manchester 064A,9.07,38.05,2.08,52.18,48.49,84.40748441,16.28,2.25,13.25,0.32
E01034138,E01034138 : Manchester 064B,10.92,20.56,10.15,60.49,80.35,77.26269316,16.63,2.25,13.35,0.18
E01005199,E01005199 : Manchester 064C,8.36,34.26,4.99,73.84,53.42,85.06637168,16.63,2.25,13.35,0.23
E01005518,E01005518 : Rochdale 001A,3.29,26.16,16.79,52.6,26.49,97.03264095,8.29,1.37,9.79,0.53
E01005520,E01005520 : Rochdale 001B,4.33,31.22,14.13,49.07,29.44,96.14906832,9.35,1.55,10.69,0.48
E01005522,E01005522 : Rochdale 001C,4.24,28.91,2.73,66.84,48.37,96.74902471,9.64,1.54,11.14,0.25
E01005523,E01005523 : Rochdale 001D,2.64,28.94,15.61,37.92,29.49,96.90210657,10.89,1.81,11.82,0.33
E01005519,E01005519 : Rochdale 002A,3.18,29.66,17.87,29.31,16.59,96.3081862,9.47,1.56,11.2,0.42
E01005594,E01005594 : Rochdale 002B,5.58,27.36,15.1,29.53,24.54,95.98662207,10.06,1.59,10.64,0.49
E01005597,E01005597 : Rochdale 002C,2.97,32.26,19.47,41.11,20.8,98.06763285,8.98,1.45,10.25,0.42
E01005598,E01005598 : Rochdale 002D,3.9,34.7,38.03,27.58,18.75,97.37991266,11.3,1.9,12,0.37
E01005516,E01005516 : Rochdale 003A,4.57,31.49,15.87,17.4,13.6,98.08429119,11.77,1.89,12.02,0.36
E01005517,E01005517 : Rochdale 003B,3.23,33.9,35.73,11.54,18.79,97.6599064,11.5,1.82,11.86,0.36
E01005521,E01005521 : Rochdale 003C,4.08,37.47,27.89,40.5,24.96,94.94799406,9.41,1.39,10.54,0.53
E01005596,E01005596 : Rochdale 003D,3.07,33.67,45.15,24.05,18.34,96.93627451,12.19,1.98,12.17,0.39
E01005578,E01005578 : Rochdale 004A,8.8,18.45,5.44,54.56,49.13,82.55813953,13.39,1.96,12.26,0.36
E01005579,E01005579 : Rochdale 004B,12.07,14.37,4.72,17.42,62.11,78.54545455,13.31,1.92,12.83,0.38
E01005586,E01005586 : Rochdale 004C,10.63,19.98,6.51,58.57,63.45,86.05388273,12.52,1.95,12.09,0.47
E01005593,E01005593 : Rochdale 004D,5.29,26.51,21.49,25.33,36.92,91.64456233,12.13,2.09,11.93,0.41
E01005595,E01005595 : Rochdale 004E,9.72,20.4,8.27,25.87,70.41,90.6291834,12.13,2.09,12.27,0.44
E01005489,E01005489 : Rochdale 005A,3.98,28.9,54.35,10.47,19.76,97.02380952,12.89,1.81,11.77,0.47
E01005490,E01005490 : Rochdale 005B,9.86,21.27,3.32,13.27,50.59,91.9239905,11.88,1.78,11.5,0.46
E01005491,E01005491 : Rochdale 005C,5.59,28.07,16.3,29.81,35.1,95.3147877,11.82,1.76,11.58,0.53
E01005493,E01005493 : Rochdale 005D,2.8,38.28,62.29,11.87,17.18,97.76536313,12.53,1.79,11.76,0.43
E01005494,E01005494 : Rochdale 005E,4.96,27.75,26.02,37.27,32.26,94.38202247,13.12,1.8,12.01,0.45
E01005495,E01005495 : Rochdale 005F,4.97,23.38,24.68,36.38,37.34,92.70386266,13.95,1.85,12.1,0.44
E01005488,E01005488 : Rochdale 006A,2.9,39.64,46.32,8.38,10.1,97.0890411,9.88,1.59,10.73,0.48
E01005492,E01005492 : Rochdale 006B,4.43,35.34,56.82,11.36,9.39,98.05510535,11.12,1.8,11.28,0.46
E01005499,E01005499 : Rochdale 006C,3.1,31.62,19.68,42.86,31.77,95.60761347,10.7,1.6,10.88,0.7
E01005571,E01005571 : Rochdale 006D,3.13,36.91,39.89,28.06,14.17,98.76203576,9.79,1.53,10.49,0.52
E01005570,E01005570 : Rochdale 007A,4.3,39.4,44.56,30.27,21.56,96.94397284,10.13,1.66,11.01,0.43
E01005572,E01005572 : Rochdale 007B,5.06,38.12,34.71,8.76,12.76,98.41017488,10.98,1.79,11.28,0.39
E01005573,E01005573 : Rochdale 007C,3.91,41.05,68.55,1.59,11.37,98.05996473,11.03,1.78,11.33,0.45
E01005574,E01005574 : Rochdale 007D,3.64,40.77,60.37,20.03,17.17,97.83549784,11.55,1.84,11.47,0.51
E01005587,E01005587 : Rochdale 007E,2.32,44.59,77.78,11.11,13.2,98.44660194,10.89,1.78,11.33,0.48
E01005588,E01005588 : Rochdale 007F,3.44,24.37,22.34,40.58,44.38,96.64634146,11.4,1.8,11.46,0.46
E01005580,E01005580 : Rochdale 008A,7.58,21.43,3.46,72.15,43.25,83.0449827,14.57,1.95,12.39,0.24
E01005581,E01005581 : Rochdale 008B,10.03,21.82,4.3,50.49,60.97,82.10818308,14.16,1.96,12.78,0.29
E01005583,E01005583 : Rochdale 008D,14.56,19.12,6.94,49.52,59.23,75.72254335,14.57,1.95,12.39,0.2
E01005585,E01005585 : Rochdale 008F,9.88,24.1,8.02,36.27,42.8,80.56112224,14.27,1.93,13.03,0.34
E01034234,E01034234 : Rochdale 008H,11.32,22.83,5.69,74.84,37.06,67.61487965,15.02,2,12.73,0.22
E01034235,E01034235 : Rochdale 008I,13.18,21.88,7.22,47.77,55.93,73.03609342,14.16,1.96,12.78,0.32
E01005496,E01005496 : Rochdale 009A,9.49,18.15,2.37,20.32,66.8,86.75889328,11.21,1.78,11.43,0.42
E01005589,E01005589 : Rochdale 009B,7.09,25.73,3.64,69.79,38.39,93.29608939,12.34,1.82,11.85,0.37
E01005590,E01005590 : Rochdale 009C,8.7,24.05,10.16,54.55,38.28,81.54121864,13.23,1.93,12.05,0.42
E01005591,E01005591 : Rochdale 009D,5.4,30.18,18.68,33.08,30.23,92.66055046,11.95,1.83,11.59,0.39
E01005592,E01005592 : Rochdale 009E,8.22,26.83,10.31,17.35,47.46,89.3442623,12.73,1.93,11.87,0.51
E01005472,E01005472 : Rochdale 010A,10.43,23.5,10.41,35.9,55.24,88.98944193,13.7,2.04,12.46,0.35
E01005473,E01005473 : Rochdale 010B,11.4,24.77,5.33,47.53,38.07,81.85404339,14.25,2.02,12.46,0.36
E01005482,E01005482 : Rochdale 010C,18.71,18.57,2.8,9.52,87.91,82.90502793,14.07,1.95,12.39,0.16
E01005483,E01005483 : Rochdale 010D,11.26,20.25,3.21,33.16,69.11,73.53463588,13.23,1.84,11.99,0.33
E01005484,E01005484 : Rochdale 010E,15.51,20.68,2.84,32.77,76.93,81.05670103,13.23,1.93,12.15,0.24
E01005486,E01005486 : Rochdale 010F,13.87,23.27,5.52,71.74,58.5,79.29883139,14.12,1.91,12.05,0.22
E01005487,E01005487 : Rochdale 010G,6.39,24.37,5.81,58.12,44.69,80.27444254,13.23,1.86,11.95,0.38
E01005474,E01005474 : Rochdale 011A,6.7,26.92,42.65,15.13,21.59,93.69747899,13.02,2.03,12.05,0.4
E01005575,E01005575 : Rochdale 011B,4.76,40.16,53.68,18.42,16.32,98.42105263,12.39,2.03,11.84,0.44
E01005576,E01005576 : Rochdale 011C,4.08,49.29,81.18,3.14,7.35,97.6146789,12.22,1.92,11.63,0.51
E01005577,E01005577 : Rochdale 011D,4.44,42.86,38.18,8.35,13.12,98.91808346,12.56,1.94,11.87,0.5
E01005469,E01005469 : Rochdale 012A,5.38,25.91,11.22,38.34,25.36,91.83673469,15.1,1.88,13.08,0.24
E01005563,E01005563 : Rochdale 012B,8.79,25.48,5.39,54.75,47.1,83.71104816,14.77,1.87,13.18,0.27
E01005565,E01005565 : Rochdale 012C,7.63,23.29,21.83,8.77,45.22,90.48507463,14.8,1.86,13.3,0.43
E01005566,E01005566 : Rochdale 012D,7.28,24.34,7.74,42.81,46.5,86.47342995,13.7,1.92,12.84,0.36
E01005568,E01005568 : Rochdale 012E,16.02,17.82,7.95,35.17,79.17,81.9295559,14.15,1.91,13.14,0.35
E01005569,E01005569 : Rochdale 012F,9.94,22.03,4.84,15.94,49.92,84.97652582,14.15,1.91,13.14,0.33
E01005556,E01005556 : Rochdale 013A,5.16,28.76,23.57,39.86,32.23,96.42346209,13.44,1.81,12.7,0.32
E01005559,E01005559 : Rochdale 013B,6.34,21.86,12.24,48.79,59.55,87.31117825,13.56,1.81,12.96,0.49
E01005560,E01005560 : Rochdale 013C,4.34,25.82,9.97,25.43,24.31,97.5397974,13.75,1.79,13.23,0.33
E01005567,E01005567 : Rochdale 013D,3.64,31.64,15.88,21.22,31.19,95.03722084,13.86,1.81,13.21,0.35
E01005555,E01005555 : Rochdale 014A,3.17,33.04,26.59,11.29,17.3,97.63205829,12.49,1.76,12.26,0.4
E01005557,E01005557 : Rochdale 014B,2.04,27.97,19.32,15.29,7.24,98.99598394,14.26,1.86,12.95,0.37
E01005558,E01005558 : Rochdale 014C,3.76,27.61,9.1,25.75,40.11,96.43874644,13.85,1.83,12.83,0.38
E01005561,E01005561 : Rochdale 014D,4.06,29.5,11.38,45.38,30.82,96.45608629,10.11,1.52,11.03,0.52
E01005562,E01005562 : Rochdale 014E,5.3,27.02,16.15,47.14,39.79,95.29411765,13.03,1.72,13.4,0.42
E01005470,E01005470 : Rochdale 015A,11.28,22.57,9.38,59.96,54.21,70.05870841,13.96,1.91,12.63,0.25
E01005471,E01005471 : Rochdale 015B,11.78,23.38,5.63,60.04,42,77.46478873,14.59,2.05,12.46,0.37
E01005475,E01005475 : Rochdale 015C,8.4,23.09,5.04,26.89,50.25,81.8487395,14.92,1.94,12.63,0.39
E01005485,E01005485 : Rochdale 015D,11.66,25.09,7.13,59.73,51.26,78.78338279,13.72,1.92,12.37,0.18
E01005564,E01005564 : Rochdale 015E,13.75,22.33,6.65,59.16,64.27,74.49118046,14.6,1.93,12.69,0.17
E01005464,E01005464 : Rochdale 016A,8.79,20.72,6.75,10.64,58.28,87.5,16.09,1.97,13.15,0.49
E01005465,E01005465 : Rochdale 016B,4.34,27.8,22.35,25.51,40.75,94.09547739,14.81,1.87,12.98,0.38
E01005466,E01005466 : Rochdale 016C,12.01,19.92,4.7,16.73,73.97,88.9540567,16.02,1.93,13.3,0.52
E01005467,E01005467 : Rochdale 016D,9.96,21.19,8.54,20.34,58.24,86.40192539,15.35,1.91,13.42,0.45
E01005468,E01005468 : Rochdale 016E,1.59,40,42.39,11.71,11.06,98.07228916,13.99,1.83,12.89,0.42
E01005476,E01005476 : Rochdale 017A,4.55,24.33,9.78,39.51,33.2,95.36082474,14.4,1.94,13.45,0.36
E01005477,E01005477 : Rochdale 017B,8.12,22.04,3.17,63.92,63.18,90.73856975,15.49,2.03,13.49,0.23
E01005478,E01005478 : Rochdale 017C,7.08,25.71,31.89,27.4,31.49,94.61077844,14.84,1.97,12.88,0.37
E01005479,E01005479 : Rochdale 017D,5.29,27.17,15.1,26.65,28.03,95.03816794,14.35,1.88,12.85,0.44
E01005480,E01005480 : Rochdale 017E,5.76,24.54,17.27,24.65,35.84,92.89693593,14.37,2.07,12.26,0.47
E01005481,E01005481 : Rochdale 017F,5.17,25.88,26.24,26.42,25.64,92.45283019,14.38,2.1,12.89,0.44
E01005497,E01005497 : Rochdale 018A,7.43,21.79,4.67,43.66,56.82,89.55823293,13.62,2,12.6,0.4
E01005501,E01005501 : Rochdale 018B,7.29,18.85,3.42,37.63,74.77,94.47791165,13.57,1.98,12.83,0.25
E01005502,E01005502 : Rochdale 018C,3.78,16.83,3.68,56.47,44.71,94.99263623,13.9,1.88,13.53,0.36
E01005504,E01005504 : Rochdale 018D,8.57,22.42,10.7,57.04,47.18,92.3943662,13.96,1.86,13.11,0.35
E01005505,E01005505 : Rochdale 018E,5.2,21.5,13.74,43.91,38.19,94.0625,13.71,1.87,13,0.33
E01005509,E01005509 : Rochdale 018F,10.57,18.46,2.07,45.52,64.77,93.53507565,13.83,1.98,12.93,0.36
E01005510,E01005510 : Rochdale 019A,3.81,24.4,20.99,10.84,7.67,98.19413093,13.43,1.93,12.44,0.37
E01005511,E01005511 : Rochdale 019B,4.75,19.16,10.39,26.07,19.76,97.96334012,14.38,2.22,13.21,0.37
E01005512,E01005512 : Rochdale 019C,6.72,20.75,4.83,41.93,42.08,96.24624625,14.83,2.35,13.2,0.41
E01005513,E01005513 : Rochdale 019D,8.57,23.61,4.89,49.05,64.66,93.84858044,15.55,2.59,13.8,0.52
E01005514,E01005514 : Rochdale 019E,5.21,22.03,10.18,57.09,43.28,95.12195122,15.06,2.35,13.05,0.52
E01005515,E01005515 : Rochdale 019F,8.85,14.5,4.38,64.82,72.66,89.29618768,15.55,2.54,13.59,0.54
E01005498,E01005498 : Rochdale 020A,6.62,24.72,6.41,75.89,42.93,92.92929293,13.3,2.04,12.69,0.29
E01005500,E01005500 : Rochdale 020B,5.53,20.77,15.9,50.15,28.42,95.51777434,13.48,1.98,12.86,0.4
E01005503,E01005503 : Rochdale 020C,3.05,31.89,60.42,5.11,8.33,97.91666667,13.96,1.86,13.11,0.41
E01005506,E01005506 : Rochdale 020D,5.22,21.21,14.64,30.51,39.72,92.47311828,13.87,1.89,13.64,0.42
E01005507,E01005507 : Rochdale 020E,6.38,27.84,11.13,55.46,35.91,95.41751527,14.73,1.91,14.27,0.24
E01005508,E01005508 : Rochdale 020F,3.43,32.71,49.43,9.81,12.17,97.8343949,14.82,1.81,13.72,0.48
E01005524,E01005524 : Rochdale 021A,6.08,25.66,5.67,32.9,26.54,94.83037157,15.72,2.25,13.06,0.43
E01005525,E01005525 : Rochdale 021B,10.41,23.88,5.36,18.88,65.23,88.33138856,14.61,2.03,12.87,0.54
E01005526,E01005526 : Rochdale 021C,5.62,29.72,25.7,25.32,38.01,94.19191919,14.54,1.93,13.22,0.42
E01005528,E01005528 : Rochdale 021D,7.66,23.2,3.28,27.57,41.47,93.2735426,14.84,2.1,12.92,0.53
E01005536,E01005536 : Rochdale 021E,6.11,22.12,7.07,40.35,47.14,91.89985272,15.05,2.13,12.96,0.38
E01005543,E01005543 : Rochdale 021F,4.53,23.97,11.31,33.14,19.65,96.12403101,14.25,1.96,12.73,0.44
E01005527,E01005527 : Rochdale 022A,7.35,26.01,10.44,36.89,54.49,95.39951574,15.3,2.04,13.31,0.48
E01005529,E01005529 : Rochdale 022B,10.19,15.76,3.08,40.43,68.32,94.48183042,14.63,2.06,12.88,0.54
E01005551,E01005551 : Rochdale 022C,11.07,19.57,8.55,37.47,64.49,93.72738239,15.23,1.96,13.39,0.47
E01005552,E01005552 : Rochdale 022D,10.03,18.61,5.39,46.4,72.33,92.02247191,15.53,2.13,13.92,0.55
E01005553,E01005553 : Rochdale 022E,8.2,17.86,8.83,41.17,57.74,92.45773732,15.51,2.29,13.21,0.51
E01005554,E01005554 : Rochdale 022F,3.86,32.72,24.4,22.69,20.89,95.78587699,14.99,1.92,13.59,0.47
E01005534,E01005534 : Rochdale 023A,4.89,21.73,17.2,12.38,35.85,94.04186795,16.83,2.11,12.95,0.46
E01005535,E01005535 : Rochdale 023B,6.01,24.27,4.46,45.54,41.78,93.39477727,16.9,2.09,13.47,0.48
E01005537,E01005537 : Rochdale 023C,3.88,23.91,2.87,19.53,11.79,96.96428571,14.79,2.09,12.91,0.38
E01005538,E01005538 : Rochdale 023D,7.25,17.79,7.26,46.02,45.41,89.75265018,14.92,2.11,12.93,0.48
E01005540,E01005540 : Rochdale 023E,5.56,24.91,6.43,41.79,28.98,95.75551783,16.29,2.15,12.95,0.33
E01005541,E01005541 : Rochdale 023F,7.05,23.25,3.17,73.34,38.18,92.6618705,16.51,2.17,12.99,0.31
E01005542,E01005542 : Rochdale 023G,6.81,19.95,2.56,40.17,59.29,90.32716927,16.41,2.13,12.92,0.39
E01005533,E01005533 : Rochdale 024A,4.76,28.89,3.73,38.76,39.15,94.89414695,16.49,2.21,13.46,0.4
E01005539,E01005539 : Rochdale 024B,8.33,18.84,2.25,49.48,46.33,91.00449775,16.24,2.23,13.36,0.27
E01005546,E01005546 : Rochdale 024C,9.11,27.21,17.44,22.72,39.06,96.3081862,15.5,2.17,13.71,0.5
E01005547,E01005547 : Rochdale 024D,4.84,26.79,11.72,52.59,34.11,94.54297408,16.19,2.09,13.21,0.39
E01005548,E01005548 : Rochdale 024E,7.02,24.9,11.13,37.9,49.6,93.38709677,15.51,2.29,13.73,0.45
E01005530,E01005530 : Rochdale 025A,3.97,28.87,13.27,3.79,8.68,97.94628752,16.69,2.08,13.16,0.39
E01005531,E01005531 : Rochdale 025B,4.84,27.85,19.23,39.62,26.99,89.4026975,16.15,2.08,13.47,0.43
E01005532,E01005532 : Rochdale 025C,8.28,21.07,4.34,43.41,57.25,91.75412294,16.78,2.08,13.5,0.48
E01005544,E01005544 : Rochdale 025D,2.44,36.5,11.79,1.37,8.36,98.29642249,15.54,2.05,13.47,0.43
E01005545,E01005545 : Rochdale 025E,4.21,37.24,55.39,1.04,10.17,97.71784232,15.66,2.04,13.54,0.4
E01005549,E01005549 : Rochdale 025F,4.57,42.08,33.16,2.38,6.1,99.32088285,15.77,2.12,14.03,0.52
E01005550,E01005550 : Rochdale 025G,4.01,31.74,5.67,0.97,7.29,98.38187702,16.33,2.12,13.79,0.44
E01005886,E01005886 : Stockport 001A,4.96,26.2,6.9,41.26,41.29,94.57478006,15.33,2.31,12.92,0.33
E01005888,E01005888 : Stockport 001B,5.74,24.17,2.89,29.76,27.26,95.40816327,15.25,2.3,12.72,0.36
E01005889,E01005889 : Stockport 001C,6.72,22.4,5.34,34.87,41.6,95.98811293,15.57,2.28,12.83,0.3
E01005891,E01005891 : Stockport 001D,4.19,26.36,55.01,1.05,11.58,95.07908612,15.26,2.24,12.86,0.45
E01005894,E01005894 : Stockport 001E,3.96,26.05,2.11,48.24,21.58,97.00704225,15.52,2.2,12.77,0.31
E01005887,E01005887 : Stockport 002A,7.33,25.41,4.55,40.45,44.63,90.48338369,14.82,2.15,12.86,0.42
E01005890,E01005890 : Stockport 002B,7.4,23.75,3.59,12.48,31.57,94.18803419,15.32,2.21,12.96,0.41
E01005893,E01005893 : Stockport 002C,4.97,32.24,1.19,31.05,56.71,95.05946935,15.52,2.2,12.77,0.3
E01005896,E01005896 : Stockport 002D,6.27,27.99,3.04,67.3,42.06,91.99491741,15.16,2.24,12.89,0.23
E01005919,E01005919 : Stockport 002E,7.88,29.82,1.99,49.15,51.99,93.87464387,15.69,2.28,12.87,0.47
E01005862,E01005862 : Stockport 003A,2.49,41.2,2.87,3.55,11.51,96.62162162,15.85,2.21,12.7,0.4
