LSOA21CD,2021 super output area - lower layer,Total: All usual residents,Very good health,Good health,Fair health,Bad health,Very bad health
E01006152,E01006152 : Trafford 016C,1640,925,495,167,44,9
E01006153,E01006153 : Trafford 016D,1600,829,511,216,36,8
E01006172,E01006172 : Trafford 016E,1539,758,502,202,59,18
E01006104,E01006104 : Trafford 017A,1687,738,573,241,98,37
E01006105,E01006105 : Trafford 017B,1767,858,510,255,116,28
E01006106,E01006106 : Trafford 017C,1474,629,454,265,91,35
E01006107,E01006107 : Trafford 017D,1594,731,482,232,109,40
E01006108,E01006108 : Trafford 017E,1670,738,531,254,103,44
E01006102,E01006102 : Trafford 018A,1404,733,442,159,55,15
E01006173,E01006173 : Trafford 018B,1550,859,494,149,36,12
E01006175,E01006175 : Trafford 018C,1776,748,565,296,123,44
E01006176,E01006176 : Trafford 018D,1732,923,518,211,62,18
E01006177,E01006177 : Trafford 018E,1653,785,514,248,85,21
E01006091,E01006091 : Trafford 019A,2970,1720,939,237,57,17
E01006092,E01006092 : Trafford 019B,1331,681,407,161,60,22
E01006095,E01006095 : Trafford 019C,1658,885,547,181,36,9
E01006167,E01006167 : Trafford 019D,1577,710,475,243,118,31
E01006168,E01006168 : Trafford 019E,1814,762,608,281,120,43
E01006090,E01006090 : Trafford 020A,2300,1249,701,258,71,21
E01006094,E01006094 : Trafford 020B,1603,921,494,141,32,15
E01006096,E01006096 : Trafford 020C,1610,988,459,124,29,10
E01006100,E01006100 : Trafford 020D,1487,818,454,153,51,11
E01006103,E01006103 : Trafford 020E,1693,990,535,131,33,4
E01006101,E01006101 : Trafford 021A,1495,867,472,120,26,10
E01006190,E01006190 : Trafford 021B,1686,987,492,151,44,12
E01006195,E01006195 : Trafford 021C,1796,1004,569,168,38,17
E01006196,E01006196 : Trafford 021D,1700,969,533,151,37,10
E01006210,E01006210 : Trafford 021E,1609,889,489,172,42,17
E01006204,E01006204 : Trafford 022A,1619,835,485,222,56,21
E01006206,E01006206 : Trafford 022B,1869,937,588,244,69,31
E01006207,E01006207 : Trafford 022C,1749,742,547,281,129,50
E01006208,E01006208 : Trafford 022D,1552,790,504,180,65,13
E01006211,E01006211 : Trafford 022E,1610,788,522,200,68,32
E01006093,E01006093 : Trafford 023A,1527,866,479,144,33,5
E01006191,E01006191 : Trafford 023B,1710,1020,470,181,29,10
E01006192,E01006192 : Trafford 023C,1516,828,465,165,49,9
E01006205,E01006205 : Trafford 023D,1341,737,429,136,28,11
E01006209,E01006209 : Trafford 023E,1647,941,490,165,37,14
E01006078,E01006078 : Trafford 024A,2122,1255,631,175,49,12
E01006080,E01006080 : Trafford 024B,1966,1128,582,190,53,13
E01006089,E01006089 : Trafford 024C,2014,1167,618,175,43,11
E01006193,E01006193 : Trafford 024D,1572,929,459,133,45,6
E01006194,E01006194 : Trafford 024E,2432,1511,683,173,49,16
E01006074,E01006074 : Trafford 025A,1642,836,494,205,83,24
E01006075,E01006075 : Trafford 025B,2148,1215,687,189,43,14
E01006076,E01006076 : Trafford 025C,1675,879,539,184,59,14
E01006079,E01006079 : Trafford 025D,2597,1596,758,188,39,16
E01006087,E01006087 : Trafford 025E,1451,818,455,144,29,5
E01006083,E01006083 : Trafford 026A,1278,855,304,97,17,5
E01006084,E01006084 : Trafford 026B,1742,1191,418,103,26,4
E01006088,E01006088 : Trafford 026C,1631,1094,410,92,28,7
E01006139,E01006139 : Trafford 026D,1805,1145,478,148,26,8
E01006140,E01006140 : Trafford 026E,1698,1062,477,120,32,7
E01006077,E01006077 : Trafford 027A,1643,963,454,158,58,10
E01006081,E01006081 : Trafford 027B,1385,844,391,109,34,7
E01006082,E01006082 : Trafford 027C,1497,874,457,119,35,12
E01006085,E01006085 : Trafford 027D,1545,936,417,138,44,10
E01006086,E01006086 : Trafford 027E,1687,1006,431,183,52,15
E01006134,E01006134 : Trafford 028A,1493,971,401,103,15,3
E01006135,E01006135 : Trafford 028B,1768,968,520,218,50,12
E01006136,E01006136 : Trafford 028C,1703,1041,464,145,44,9
E01006137,E01006137 : Trafford 028D,1421,837,436,118,20,10
E01006138,E01006138 : Trafford 028E,1890,985,587,228,67,23
E01006315,E01006315 : Wigan 001A,1503,772,497,198,24,12
E01006316,E01006316 : Wigan 001B,2001,1149,586,199,52,15
E01006317,E01006317 : Wigan 001C,1552,676,538,243,71,24
E01006319,E01006319 : Wigan 001D,1568,958,449,116,37,8
E01006229,E01006229 : Wigan 002A,1378,590,540,189,48,11
E01006230,E01006230 : Wigan 002B,2122,1216,652,188,54,12
E01006233,E01006233 : Wigan 002C,1404,771,421,153,49,10
E01006237,E01006237 : Wigan 002D,1922,1110,569,168,59,16
E01006238,E01006238 : Wigan 002E,1509,589,544,254,93,29
E01006259,E01006259 : Wigan 003A,1317,621,435,184,61,16
E01006312,E01006312 : Wigan 003B,1370,654,450,200,53,13
E01006313,E01006313 : Wigan 003C,1458,749,441,190,62,16
E01006314,E01006314 : Wigan 003D,1723,791,600,242,64,26
E01006318,E01006318 : Wigan 003E,1425,635,495,214,62,19
E01006320,E01006320 : Wigan 003F,1279,639,419,167,45,9
E01006321,E01006321 : Wigan 003G,1599,846,502,193,43,15
E01006231,E01006231 : Wigan 004A,1469,725,490,178,59,17
E01006232,E01006232 : Wigan 004B,1989,1122,575,212,62,18
E01006234,E01006234 : Wigan 004C,1145,455,426,179,64,21
E01006235,E01006235 : Wigan 004D,1527,659,454,271,111,32
E01006253,E01006253 : Wigan 005A,1524,598,572,239,91,24
E01006254,E01006254 : Wigan 005B,1573,671,524,259,105,14
E01006255,E01006255 : Wigan 005C,1492,674,530,207,63,18
E01006256,E01006256 : Wigan 005D,1709,863,532,230,63,21
E01006260,E01006260 : Wigan 005E,1517,660,480,245,100,32
E01006370,E01006370 : Wigan 006A,1886,965,608,243,51,19
E01006372,E01006372 : Wigan 006B,1609,940,446,158,43,22
E01006373,E01006373 : Wigan 006C,1459,769,482,162,30,16
E01006374,E01006374 : Wigan 006D,1463,767,480,149,53,14
E01006390,E01006390 : Wigan 006E,1613,704,538,267,78,26
E01006236,E01006236 : Wigan 007A,1573,774,549,187,49,14
E01006388,E01006388 : Wigan 007B,1837,849,592,243,134,19
E01006389,E01006389 : Wigan 007C,1318,659,454,150,47,8
E01006391,E01006391 : Wigan 007D,1530,625,543,255,88,19
E01006257,E01006257 : Wigan 008A,1208,612,382,150,58,6
E01006258,E01006258 : Wigan 008B,1601,715,535,265,66,20
E01006369,E01006369 : Wigan 008C,2031,893,697,307,112,22
E01006371,E01006371 : Wigan 008D,1476,656,536,205,58,21
E01006375,E01006375 : Wigan 008E,1683,828,594,204,46,11
E01006306,E01006306 : Wigan 009A,1479,539,479,270,155,36
E01006307,E01006307 : Wigan 009B,1372,555,504,205,83,25
E01006386,E01006386 : Wigan 009C,1589,444,511,372,199,63
E01006387,E01006387 : Wigan 009D,1317,558,452,226,65,16
E01006392,E01006392 : Wigan 009E,1477,687,464,210,90,26
E01006350,E01006350 : Wigan 010A,1860,776,592,319,132,41
E01006351,E01006351 : Wigan 010B,2020,836,670,323,155,36
E01006357,E01006357 : Wigan 010C,1829,813,510,322,148,36
E01006360,E01006360 : Wigan 010D,1680,684,575,275,117,29
E01006361,E01006361 : Wigan 010E,1659,721,566,242,97,33
E01006356,E01006356 : Wigan 011A,1435,623,499,198,93,22
E01006396,E01006396 : Wigan 011B,1480,719,459,178,103,21
E01006397,E01006397 : Wigan 011C,1079,384,395,197,72,31
E01006398,E01006398 : Wigan 011D,1008,405,349,160,75,19
E01006399,E01006399 : Wigan 011E,1604,726,557,223,83,15
E01006305,E01006305 : Wigan 012A,1710,783,519,288,94,26
E01006308,E01006308 : Wigan 012B,1620,721,530,253,92,24
E01006309,E01006309 : Wigan 012C,1668,769,563,206,73,57
E01006310,E01006310 : Wigan 012D,1590,671,535,244,106,34
E01006311,E01006311 : Wigan 012E,1534,640,529,261,79,25
E01006269,E01006269 : Wigan 013A,1737,743,572,274,111,37
E01006271,E01006271 : Wigan 013B,1681,775,554,255,83,14
E01006272,E01006272 : Wigan 013C,1636,712,544,265,82,33
E01006273,E01006273 : Wigan 013D,1481,620,531,222,83,25
E01006276,E01006276 : Wigan 013E,2154,1099,711,245,75,24
E01006353,E01006353 : Wigan 014A,1458,643,540,185,71,19
E01006354,E01006354 : Wigan 014B,1438,576,470,279,88,25
E01006355,E01006355 : Wigan 014C,1474,615,542,237,63,17
E01006358,E01006358 : Wigan 014D,2133,920,723,344,117,29
E01006359,E01006359 : Wigan 014E,1386,607,451,229,76,23
E01006349,E01006349 : Wigan 015A,2037,995,702,242,79,19
E01006352,E01006352 : Wigan 015B,2034,922,698,266,120,28
E01006404,E01006404 : Wigan 015C,1779,826,582,262,82,27
E01006405,E01006405 : Wigan 015D,1747,773,549,280,122,23
E01006411,E01006411 : Wigan 015E,1433,620,428,250,107,28
E01006270,E01006270 : Wigan 016A,1442,517,490,287,112,36
E01006274,E01006274 : Wigan 016B,1533,695,469,247,105,17
E01006275,E01006275 : Wigan 016C,1571,621,523,266,125,36
E01006277,E01006277 : Wigan 016D,1877,1057,623,156,32,9
E01006286,E01006286 : Wigan 016E,1561,576,553,316,88,28
E01006239,E01006239 : Wigan 017A,2082,822,631,382,181,66
E01006240,E01006240 : Wigan 017B,1573,623,555,254,105,36
E01006241,E01006241 : Wigan 017C,2539,1283,811,325,95,25
E01006287,E01006287 : Wigan 017D,1148,538,416,142,36,16
E01006289,E01006289 : Wigan 017E,1689,680,530,304,148,27
E01006362,E01006362 : Wigan 018A,1634,801,566,204,56,7
E01006363,E01006363 : Wigan 018B,1517,659,547,222,70,19
E01006364,E01006364 : Wigan 018C,1831,947,531,239,89,25
E01006365,E01006365 : Wigan 018D,2266,1325,668,214,50,9
E01006366,E01006366 : Wigan 018E,1851,902,578,230,114,27
E01006367,E01006367 : Wigan 018F,1783,906,609,200,59,9
E01006368,E01006368 : Wigan 018G,1884,973,599,220,72,20
E01006278,E01006278 : Wigan 019A,1634,632,587,298,84,33
E01006279,E01006279 : Wigan 019B,1577,693,619,189,64,12
E01006280,E01006280 : Wigan 019C,1455,602,454,246,123,30
E01006281,E01006281 : Wigan 019D,1937,965,647,248,60,17
E01006285,E01006285 : Wigan 019E,1915,906,646,250,84,29
E01006406,E01006406 : Wigan 020A,1377,563,495,230,73,16
E01006407,E01006407 : Wigan 020B,1453,700,498,186,55,14
E01006408,E01006408 : Wigan 020C,1745,853,523,243,93,33
E01006409,E01006409 : Wigan 020D,1297,539,487,198,58,15
E01006410,E01006410 : Wigan 020E,1272,606,427,182,44,13
E01006393,E01006393 : Wigan 021A,1382,703,467,151,47,14
E01006394,E01006394 : Wigan 021B,1540,786,510,184,54,6
E01006395,E01006395 : Wigan 021C,2628,1608,753,198,59,10
E01006400,E01006400 : Wigan 021D,1995,1189,597,143,49,17
E01006401,E01006401 : Wigan 021E,1356,651,497,155,43,10
E01006402,E01006402 : Wigan 021F,1128,564,377,135,40,12
E01006403,E01006403 : Wigan 021G,1626,721,605,222,63,15
E01006290,E01006290 : Wigan 022A,1389,651,473,201,52,12
E01006291,E01006291 : Wigan 022B,1464,657,486,217,85,19
E01006292,E01006292 : Wigan 022C,1500,617,529,254,72,28
E01006293,E01006293 : Wigan 022D,1618,720,525,233,103,37
E01006242,E01006242 : Wigan 023A,1930,828,736,260,86,20
E01006243,E01006243 : Wigan 023B,2123,1084,714,222,85,18
E01006244,E01006244 : Wigan 023C,1676,631,562,343,105,35
E01006245,E01006245 : Wigan 023D,2629,1370,865,284,88,22
E01006213,E01006213 : Wigan 024A,1521,635,510,236,112,28
E01006215,E01006215 : Wigan 024B,1712,636,599,315,135,27
E01006217,E01006217 : Wigan 024C,2378,1057,853,299,134,35
E01006218,E01006218 : Wigan 024D,2432,1169,788,338,111,26
E01006219,E01006219 : Wigan 024E,1184,510,406,184,67,17
E01006288,E01006288 : Wigan 025A,1826,795,583,292,124,32
E01006294,E01006294 : Wigan 025B,1940,902,684,254,83,17
E01006295,E01006295 : Wigan 025C,1571,626,554,252,99,40
E01006377,E01006377 : Wigan 025D,1557,757,534,203,53,10
E01006378,E01006378 : Wigan 025E,1302,613,430,196,52,11
E01006212,E01006212 : Wigan 026A,1392,607,473,229,60,23
E01006214,E01006214 : Wigan 026B,1379,588,504,167,94,26
E01006216,E01006216 : Wigan 026C,2191,1061,756,271,80,23
E01006322,E01006322 : Wigan 026D,2090,959,719,286,97,29
E01006329,E01006329 : Wigan 026E,1640,658,581,262,94,45
E01006282,E01006282 : Wigan 027A,1854,838,633,259,101,23
E01006283,E01006283 : Wigan 027B,1584,662,550,232,108,32
E01006284,E01006284 : Wigan 027C,1578,644,488,272,132,42
E01006336,E01006336 : Wigan 027D,1656,607,556,291,153,49
E01006337,E01006337 : Wigan 027E,1497,670,529,214,59,25
E01006376,E01006376 : Wigan 028A,1768,811,575,257,99,26
E01006381,E01006381 : Wigan 028B,2051,1158,674,174,38,7
E01006382,E01006382 : Wigan 028C,1258,625,439,155,30,9
E01006383,E01006383 : Wigan 028D,1612,831,535,178,60,8
E01006384,E01006384 : Wigan 028E,1321,643,492,144,37,5
E01006250,E01006250 : Wigan 029A,2139,1184,683,200,52,20
E01006251,E01006251 : Wigan 029B,1544,770,562,166,39,7
E01006379,E01006379 : Wigan 029C,1581,770,537,207,49,18
E01006380,E01006380 : Wigan 029D,2729,1476,812,289,128,24
E01006385,E01006385 : Wigan 029E,1445,730,457,190,54,14
E01006328,E01006328 : Wigan 030A,1527,666,551,202,83,25
E01006333,E01006333 : Wigan 030B,2087,924,714,313,115,21
E01006334,E01006334 : Wigan 030C,2076,918,717,316,96,29
E01006338,E01006338 : Wigan 030D,1668,714,623,239,72,20
E01006248,E01006248 : Wigan 031A,2279,1087,709,299,150,34
E01006249,E01006249 : Wigan 031B,1656,717,565,253,87,34
E01006330,E01006330 : Wigan 031C,1540,707,550,208,58,17
E01006331,E01006331 : Wigan 031D,1519,790,505,166,45,13
E01006332,E01006332 : Wigan 031E,2015,916,656,323,92,28
E01006262,E01006262 : Wigan 032A,1710,848,538,223,78,23
E01006263,E01006263 : Wigan 032B,1490,688,502,212,69,19
E01006266,E01006266 : Wigan 032C,1372,576,497,224,56,19
E01006267,E01006267 : Wigan 032D,1618,646,489,317,130,36
E01006268,E01006268 : Wigan 032E,1637,772,563,215,67,20
E01006323,E01006323 : Wigan 033A,1552,641,549,242,94,26
E01006324,E01006324 : Wigan 033B,1292,489,421,231,123,28
E01006325,E01006325 : Wigan 033C,1504,626,521,246,85,26
E01006326,E01006326 : Wigan 033D,1411,560,533,229,71,18
E01006327,E01006327 : Wigan 033E,2562,1258,796,318,143,47
E01006246,E01006246 : Wigan 034A,1535,646,538,228,98,25
E01006247,E01006247 : Wigan 034B,1282,569,476,180,47,10
E01006252,E01006252 : Wigan 034C,1399,632,511,188,47,21
E01006297,E01006297 : Wigan 034D,1595,623,525,274,131,42
E01006335,E01006335 : Wigan 034E,1578,662,573,268,58,17
E01006220,E01006220 : Wigan 035A,1740,679,564,338,114,45
E01006221,E01006221 : Wigan 035B,1560,697,569,214,65,15
E01006222,E01006222 : Wigan 035C,1557,686,575,226,53,17
E01006224,E01006224 : Wigan 035D,1431,815,466,112,37,1
E01006226,E01006226 : Wigan 035E,1712,802,588,233,64,25
E01006223,E01006223 : Wigan 036A,1588,669,563,241,89,26
E01006225,E01006225 : Wigan 036B,1507,749,485,203,56,14
E01006261,E01006261 : Wigan 036C,1486,576,517,249,123,21
E01006264,E01006264 : Wigan 036D,1229,566,424,182,45,12
E01006265,E01006265 : Wigan 036E,1397,606,523,189,66,13
E01006296,E01006296 : Wigan 037A,1504,572,532,247,116,37
E01006298,E01006298 : Wigan 037B,1424,526,505,250,111,32
E01006299,E01006299 : Wigan 037C,1935,976,661,236,46,16
E01006300,E01006300 : Wigan 037D,1359,684,426,185,45,19
E01006301,E01006301 : Wigan 037E,1484,799,461,164,51,9
E01006227,E01006227 : Wigan 038A,1581,750,532,209,72,18
E01006228,E01006228 : Wigan 038B,1628,765,570,216,67,10
E01006342,E01006342 : Wigan 038C,1556,648,509,270,95,34
E01006344,E01006344 : Wigan 038D,1440,573,456,256,125,30
E01006346,E01006346 : Wigan 038E,2062,951,701,291,90,29
E01006339,E01006339 : Wigan 039A,1255,547,441,203,52,12
E01006340,E01006340 : Wigan 039B,1888,859,639,275,91,24
E01006343,E01006343 : Wigan 039C,1611,869,538,166,34,4
E01006345,E01006345 : Wigan 039D,1559,699,566,232,46,16
E01006348,E01006348 : Wigan 039E,2642,1523,748,278,78,15
E01006302,E01006302 : Wigan 040A,1835,947,619,198,55,16
E01006303,E01006303 : Wigan 040B,1625,787,558,202,58,20
E01006304,E01006304 : Wigan 040C,1520,680,534,211,70,25
E01006341,E01006341 : Wigan 040D,1664,761,501,263,102,37
E01006347,E01006347 : Wigan 040E,1518,737,519,202,47,13
E01005357,E01005357 : Oldham 001A,1426,672,470,220,51,13
E01005358,E01005358 : Oldham 001B,1569,677,523,253,88,28
E01005359,E01005359 : Oldham 001C,1566,651,559,251,78,27
E01005360,E01005360 : Oldham 001D,1380,536,493,263,69,19
E01005441,E01005441 : Oldham 002A,1529,613,502,241,131,42
E01005442,E01005442 : Oldham 002B,1331,589,518,161,48,15
E01005444,E01005444 : Oldham 002C,1397,557,497,250,66,27
E01005445,E01005445 : Oldham 002D,1424,666,459,197,75,27
E01005361,E01005361 : Oldham 003A,1672,734,575,276,65,22
E01005443,E01005443 : Oldham 003B,1314,690,433,147,36,8
E01005446,E01005446 : Oldham 003C,1406,641,493,203,54,15
E01005447,E01005447 : Oldham 003D,1647,629,483,346,144,45
E01005390,E01005390 : Oldham 004A,1361,623,492,178,52,16
E01005394,E01005394 : Oldham 004B,1450,752,443,188,50,17
E01005395,E01005395 : Oldham 004C,1430,678,498,178,59,17
E01005396,E01005396 : Oldham 004D,1432,640,500,226,47,19
E01005355,E01005355 : Oldham 005A,1460,667,498,202,74,19
E01005356,E01005356 : Oldham 005B,1253,638,424,138,45,8
E01005399,E01005399 : Oldham 005C,1585,688,553,240,79,25
E01005403,E01005403 : Oldham 005D,1735,888,587,202,45,13
E01005410,E01005410 : Oldham 006A,1494,813,461,172,36,12
E01005411,E01005411 : Oldham 006B,1565,684,526,265,72,18
E01005414,E01005414 : Oldham 006C,1335,777,378,119,48,13
E01005415,E01005415 : Oldham 006D,1109,493,391,153,47,25
E01005452,E01005452 : Oldham 007C,1278,598,430,184,52,14
E01005453,E01005453 : Oldham 007D,1553,797,526,177,48,5
E01032558,E01032558 : Oldham 007E,1727,847,522,238,93,27
E01032559,E01032559 : Oldham 007F,2750,1391,851,351,117,40
E01005391,E01005391 : Oldham 008A,1559,784,483,215,59,18
E01005392,E01005392 : Oldham 008B,1591,625,476,329,124,37
E01005393,E01005393 : Oldham 008C,1222,535,416,208,53,10
E01005401,E01005401 : Oldham 008D,1585,762,510,236,58,19
E01005397,E01005397 : Oldham 009A,1328,568,466,193,85,16
E01005398,E01005398 : Oldham 009B,1530,709,514,218,74,15
E01005400,E01005400 : Oldham 009C,1526,549,534,285,116,42
E01005402,E01005402 : Oldham 009D,1644,825,527,209,62,21
E01005335,E01005335 : Oldham 010A,1290,668,417,164,35,6
E01005337,E01005337 : Oldham 010B,2548,1233,906,300,84,25
E01005339,E01005339 : Oldham 010C,1485,759,500,188,36,2
E01005340,E01005340 : Oldham 010D,1600,721,499,248,94,38
E01005421,E01005421 : Oldham 011A,1816,826,551,289,114,36
E01005422,E01005422 : Oldham 011B,1551,747,496,218,76,14
E01032920,E01032920 : Oldham 011E,2585,1222,869,351,113,30
E01005448,E01005448 : Oldham 012A,1643,667,522,300,118,36
E01005449,E01005449 : Oldham 012B,1586,659,478,271,139,39
E01005454,E01005454 : Oldham 012C,1380,676,445,200,49,10
E01005455,E01005455 : Oldham 012D,1465,738,481,179,57,10
E01005456,E01005456 : Oldham 012E,1681,747,520,252,123,39
E01005407,E01005407 : Oldham 013A,1719,933,566,171,44,5
E01005412,E01005412 : Oldham 013B,1686,888,550,190,48,10
E01005416,E01005416 : Oldham 013C,1521,850,448,167,43,13
E01005417,E01005417 : Oldham 013D,1554,804,492,187,61,10
E01005348,E01005348 : Oldham 014A,2423,1192,731,303,154,43
E01005350,E01005350 : Oldham 014B,2408,999,683,435,201,90
E01005432,E01005432 : Oldham 014C,1826,807,568,313,112,26
E01005433,E01005433 : Oldham 014D,2479,1205,798,304,120,52
E01005329,E01005329 : Oldham 015A,1501,755,518,166,45,17
E01005330,E01005330 : Oldham 015B,1735,893,570,197,54,21
E01005333,E01005333 : Oldham 015C,1237,615,431,142,41,8
E01005336,E01005336 : Oldham 015D,1521,725,533,192,61,10
E01005349,E01005349 : Oldham 016A,2506,1167,881,317,118,23
E01005351,E01005351 : Oldham 016B,2085,1061,637,265,94,28
E01005352,E01005352 : Oldham 016C,1529,681,513,226,86,23
E01005353,E01005353 : Oldham 016D,1510,662,529,201,84,34
E01005354,E01005354 : Oldham 016E,1804,864,591,248,78,23
E01005327,E01005327 : Oldham 017A,1969,900,625,323,95,26
E01005328,E01005328 : Oldham 017B,1790,734,601,302,118,35
E01005331,E01005331 : Oldham 017C,1726,812,600,229,64,21
E01005334,E01005334 : Oldham 017D,1425,794,456,138,28,9
E01005338,E01005338 : Oldham 017E,1941,798,638,303,152,50
E01005387,E01005387 : Oldham 018A,1472,675,545,202,40,10
E01005388,E01005388 : Oldham 018B,1339,606,451,202,60,20
E01005389,E01005389 : Oldham 018C,1767,762,628,246,103,28
E01005418,E01005418 : Oldham 018D,1410,690,473,194,35,18
E01005428,E01005428 : Oldham 019A,2363,1276,717,270,72,28
E01005431,E01005431 : Oldham 019B,1863,841,652,258,87,25
E01005450,E01005450 : Oldham 019C,2138,1013,732,268,82,43
E01005451,E01005451 : Oldham 019D,1548,727,579,175,52,15
E01005408,E01005408 : Oldham 020C,2016,1043,649,234,74,16
E01005409,E01005409 : Oldham 020D,1570,842,511,171,36,10
E01032922,E01032922 : Oldham 020E,2415,1128,828,326,100,33
E01005406,E01005406 : Oldham 021A,1407,782,409,160,41,15
E01005413,E01005413 : Oldham 021B,1591,863,520,166,35,7
E01005419,E01005419 : Oldham 021C,1451,677,516,185,63,10
E01005420,E01005420 : Oldham 021D,1615,691,551,257,83,33
E01005321,E01005321 : Oldham 022A,2334,1095,755,309,137,38
E01005326,E01005326 : Oldham 022B,2997,1448,893,446,154,56
E01005427,E01005427 : Oldham 022C,2214,1010,742,296,138,28
E01005429,E01005429 : Oldham 022D,1920,903,657,241,87,32
E01005430,E01005430 : Oldham 022E,2855,1476,907,311,124,37
E01005320,E01005320 : Oldham 024A,2699,1371,855,355,89,29
E01005434,E01005434 : Oldham 024B,2160,964,736,309,124,27
E01005437,E01005437 : Oldham 024C,2048,963,706,284,72,23
E01005459,E01005459 : Oldham 024D,1770,829,533,225,145,38
E01005383,E01005383 : Oldham 026A,2193,1083,709,252,117,32
E01005386,E01005386 : Oldham 026D,1548,654,495,248,114,37
E01032556,E01032556 : Oldham 026E,1504,688,538,188,68,22
E01032557,E01032557 : Oldham 026F,1819,799,562,296,124,38
E01005342,E01005342 : Oldham 027A,1592,645,496,290,131,30
E01005343,E01005343 : Oldham 027B,1415,623,461,226,78,27
E01005344,E01005344 : Oldham 027C,1912,894,642,247,89,40
E01005381,E01005381 : Oldham 027D,1956,906,613,255,149,33
E01005332,E01005332 : Oldham 028A,2295,961,813,364,114,43
E01005341,E01005341 : Oldham 028B,1413,660,480,189,68,16
E01005345,E01005345 : Oldham 028C,1503,704,517,196,75,11
E01005346,E01005346 : Oldham 028D,1394,616,445,237,76,20
E01005347,E01005347 : Oldham 028E,1311,599,471,174,47,20
E01005322,E01005322 : Oldham 029A,1509,684,449,237,98,41
E01005323,E01005323 : Oldham 029B,1570,678,462,285,105,40
E01005324,E01005324 : Oldham 029C,1620,675,547,263,109,26
E01005325,E01005325 : Oldham 029D,1498,700,422,262,87,27
E01005438,E01005438 : Oldham 029E,2965,1464,1015,341,114,31
E01005377,E01005377 : Oldham 030A,1749,857,552,226,87,27
E01005379,E01005379 : Oldham 030B,1295,578,419,201,76,21
E01005380,E01005380 : Oldham 030C,1514,711,470,225,83,25
E01005382,E01005382 : Oldham 030D,1609,667,525,293,94,30
E01005439,E01005439 : Oldham 030E,1588,669,580,248,69,22
E01005362,E01005362 : Oldham 031A,1362,608,488,197,55,14
E01005364,E01005364 : Oldham 031B,1584,736,572,187,76,13
E01005368,E01005368 : Oldham 031C,1516,666,493,250,82,25
E01005376,E01005376 : Oldham 031D,1444,654,456,218,93,23
E01005378,E01005378 : Oldham 031E,1559,720,495,228,91,25
E01005363,E01005363 : Oldham 032A,1772,813,557,239,137,26
E01005369,E01005369 : Oldham 032B,1965,891,656,266,96,56
E01005370,E01005370 : Oldham 032C,1578,594,530,294,129,31
E01005371,E01005371 : Oldham 032D,1472,701,493,196,66,16
E01005365,E01005365 : Oldham 033A,1377,673,454,185,48,17
E01005366,E01005366 : Oldham 033B,1556,577,511,304,122,42
E01005367,E01005367 : Oldham 033C,1420,736,439,178,48,19
E01005440,E01005440 : Oldham 033D,1451,613,495,233,82,28
E01005372,E01005372 : Oldham 034A,1276,648,407,156,50,15
E01005373,E01005373 : Oldham 034B,1193,567,402,165,47,12
E01005374,E01005374 : Oldham 034C,1486,663,507,200,93,23
E01005375,E01005375 : Oldham 034D,1503,710,535,186,54,18
E01034232,E01034232 : Oldham 036A,1692,877,470,240,78,27
E01034233,E01034233 : Oldham 036B,1608,775,530,211,80,12
E01005460,E01005460 : Oldham 036C,2705,1318,910,327,122,28
E01005463,E01005463 : Oldham 036D,1687,832,559,215,55,26
E01005461,E01005461 : Oldham 037A,2423,1191,778,305,122,27
E01005435,E01005435 : Oldham 037B,2032,1039,630,241,101,21
E01005462,E01005462 : Oldham 037C,2204,1070,724,291,98,21
E01005436,E01005436 : Oldham 037D,1828,941,573,235,60,19
