LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,high_ses_percent,overcrowded_percent,no_car_ratio_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01005493,E01005493 : Rochdale 005D,2.8,38.28,62.29,11.87,17.18,43.25 ,2.23 ,8.94,12.53,1.79,11.76,0.43
E01005494,E01005494 : Rochdale 005E,4.96,27.75,26.02,37.27,32.26,25.58 ,5.62 ,18.48,13.12,1.8,12.01,0.45
E01005495,E01005495 : Rochdale 005F,4.97,23.38,24.68,36.38,37.34,23.96 ,7.30 ,23.82,13.95,1.85,12.1,0.44
E01005488,E01005488 : Rochdale 006A,2.9,39.64,46.32,8.38,10.1,41.65 ,2.91 ,4.44,9.88,1.59,10.73,0.48
E01005492,E01005492 : Rochdale 006B,4.43,35.34,56.82,11.36,9.39,37.29 ,1.94 ,9.58,11.12,1.8,11.28,0.46
E01005499,E01005499 : Rochdale 006C,3.1,31.62,19.68,42.86,31.77,34.14 ,4.39 ,13.32,10.7,1.6,10.88,0.7
E01005571,E01005571 : Rochdale 006D,3.13,36.91,39.89,28.06,14.17,42.74 ,1.24 ,8.12,9.79,1.53,10.49,0.52
E01005570,E01005570 : Rochdale 007A,4.3,39.4,44.56,30.27,21.56,44.08 ,3.06 ,10.53,10.13,1.66,11.01,0.43
E01005572,E01005572 : Rochdale 007B,5.06,38.12,34.71,8.76,12.76,40.67 ,1.59 ,9.39,10.98,1.79,11.28,0.39
E01005573,E01005573 : Rochdale 007C,3.91,41.05,68.55,1.59,11.37,46.40 ,1.94 ,9.38,11.03,1.78,11.33,0.45
E01005574,E01005574 : Rochdale 007D,3.64,40.77,60.37,20.03,17.17,44.36 ,2.16 ,9.96,11.55,1.84,11.47,0.51
E01005587,E01005587 : Rochdale 007E,2.32,44.59,77.78,11.11,13.2,47.81 ,1.55 ,7.78,10.89,1.78,11.33,0.48
E01005588,E01005588 : Rochdale 007F,3.44,24.37,22.34,40.58,44.38,25.59 ,3.35 ,31.3,11.4,1.8,11.46,0.46
E01005580,E01005580 : Rochdale 008A,7.58,21.43,3.46,72.15,43.25,16.62 ,16.96 ,28.05,14.57,1.95,12.39,0.24
E01005581,E01005581 : Rochdale 008B,10.03,21.82,4.3,50.49,60.97,13.59 ,17.89 ,40.08,14.16,1.96,12.78,0.29
E01005583,E01005583 : Rochdale 008D,14.56,19.12,6.94,49.52,59.23,11.63 ,24.28 ,43.82,14.57,1.95,12.39,0.2
E01005585,E01005585 : Rochdale 008F,9.88,24.1,8.02,36.27,42.8,17.19 ,19.44 ,21.44,14.27,1.93,13.03,0.34
E01034234,E01034234 : Rochdale 008H,11.32,22.83,5.69,74.84,37.06,11.71 ,32.39 ,29.41,15.02,2,12.73,0.22
E01034235,E01034235 : Rochdale 008I,13.18,21.88,7.22,47.77,55.93,14.05 ,26.96 ,33.97,14.16,1.96,12.78,0.32
E01005496,E01005496 : Rochdale 009A,9.49,18.15,2.37,20.32,66.8,13.65 ,13.24 ,34.71,11.21,1.78,11.43,0.42
E01005589,E01005589 : Rochdale 009B,7.09,25.73,3.64,69.79,38.39,25.77 ,6.70 ,25.87,12.34,1.82,11.85,0.37
E01005590,E01005590 : Rochdale 009C,8.7,24.05,10.16,54.55,38.28,16.01 ,18.46 ,25.58,13.23,1.93,12.05,0.42
E01005591,E01005591 : Rochdale 009D,5.4,30.18,18.68,33.08,30.23,31.02 ,7.34 ,18.32,11.95,1.83,11.59,0.39
E01005592,E01005592 : Rochdale 009E,8.22,26.83,10.31,17.35,47.46,20.40 ,10.66 ,29.74,12.73,1.93,11.87,0.51
E01005472,E01005472 : Rochdale 010A,10.43,23.5,10.41,35.9,55.24,17.51 ,11.01 ,40.72,13.7,2.04,12.46,0.35
E01005473,E01005473 : Rochdale 010B,11.4,24.77,5.33,47.53,38.07,15.89 ,18.15 ,25.69,14.25,2.02,12.46,0.36
E01005482,E01005482 : Rochdale 010C,18.71,18.57,2.8,9.52,87.91,9.08 ,17.09 ,66.37,14.07,1.95,12.39,0.16
E01005483,E01005483 : Rochdale 010D,11.26,20.25,3.21,33.16,69.11,12.64 ,26.47 ,52.58,13.23,1.84,11.99,0.33
E01005484,E01005484 : Rochdale 010E,15.51,20.68,2.84,32.77,76.93,9.71 ,18.94 ,53.28,13.23,1.93,12.15,0.24
E01005486,E01005486 : Rochdale 010F,13.87,23.27,5.52,71.74,58.5,12.80 ,20.70 ,41.4,14.12,1.91,12.05,0.22
E01005487,E01005487 : Rochdale 010G,6.39,24.37,5.81,58.12,44.69,17.25 ,19.73 ,31.9,13.23,1.86,11.95,0.38
E01005474,E01005474 : Rochdale 011A,6.7,26.92,42.65,15.13,21.59,26.70 ,6.30 ,19.33,13.02,2.03,12.05,0.4
E01005575,E01005575 : Rochdale 011B,4.76,40.16,53.68,18.42,16.32,44.10 ,1.58 ,11.56,12.39,2.03,11.84,0.44
E01005576,E01005576 : Rochdale 011C,4.08,49.29,81.18,3.14,7.35,49.10 ,2.39 ,7.16,12.22,1.92,11.63,0.51
E01005577,E01005577 : Rochdale 011D,4.44,42.86,38.18,8.35,13.12,47.07 ,1.08 ,10.05,12.56,1.94,11.87,0.5
E01005469,E01005469 : Rochdale 012A,5.38,25.91,11.22,38.34,25.36,23.14 ,8.16 ,22.56,15.1,1.88,13.08,0.24
E01005563,E01005563 : Rochdale 012B,8.79,25.48,5.39,54.75,47.1,19.09 ,16.29 ,27.48,14.77,1.87,13.18,0.27
E01005565,E01005565 : Rochdale 012C,7.63,23.29,21.83,8.77,45.22,19.62 ,9.51 ,27.53,14.8,1.86,13.3,0.43
E01005566,E01005566 : Rochdale 012D,7.28,24.34,7.74,42.81,46.5,20.20 ,13.53 ,27.54,13.7,1.92,12.84,0.36
E01005568,E01005568 : Rochdale 012E,16.02,17.82,7.95,35.17,79.17,8.06 ,18.07 ,49.62,14.15,1.91,13.14,0.35
E01005569,E01005569 : Rochdale 012F,9.94,22.03,4.84,15.94,49.92,16.16 ,15.02 ,31.82,14.15,1.91,13.14,0.33
E01005556,E01005556 : Rochdale 013A,5.16,28.76,23.57,39.86,32.23,32.76 ,3.58 ,23.78,13.44,1.81,12.7,0.32
E01005559,E01005559 : Rochdale 013B,6.34,21.86,12.24,48.79,59.55,22.26 ,12.69 ,35.5,13.56,1.81,12.96,0.49
E01005560,E01005560 : Rochdale 013C,4.34,25.82,9.97,25.43,24.31,31.82 ,2.46 ,15.82,13.75,1.79,13.23,0.33
E01005567,E01005567 : Rochdale 013D,3.64,31.64,15.88,21.22,31.19,33.11 ,4.96 ,20.69,13.86,1.81,13.21,0.35
E01005555,E01005555 : Rochdale 014A,3.17,33.04,26.59,11.29,17.3,41.57 ,2.37 ,10.2,12.49,1.76,12.26,0.4
E01005557,E01005557 : Rochdale 014B,2.04,27.97,19.32,15.29,7.24,33.71 ,1.00 ,10.08,14.26,1.86,12.95,0.37
E01005558,E01005558 : Rochdale 014C,3.76,27.61,9.1,25.75,40.11,30.51 ,3.56 ,22.9,13.85,1.83,12.83,0.38
E01005561,E01005561 : Rochdale 014D,4.06,29.5,11.38,45.38,30.82,35.23 ,3.54 ,13.41,10.11,1.52,11.03,0.52
E01005562,E01005562 : Rochdale 014E,5.3,27.02,16.15,47.14,39.79,30.42 ,4.71 ,22.83,13.03,1.72,13.4,0.42
E01005470,E01005470 : Rochdale 015A,11.28,22.57,9.38,59.96,54.21,11.27 ,29.94 ,31.51,13.96,1.91,12.63,0.25
E01005471,E01005471 : Rochdale 015B,11.78,23.38,5.63,60.04,42,14.84 ,22.54 ,31.69,14.59,2.05,12.46,0.37
E01005475,E01005475 : Rochdale 015C,8.4,23.09,5.04,26.89,50.25,15.34 ,18.15 ,34.34,14.92,1.94,12.63,0.39
E01005485,E01005485 : Rochdale 015D,11.66,25.09,7.13,59.73,51.26,15.19 ,21.22 ,36.01,13.72,1.92,12.37,0.18
E01005564,E01005564 : Rochdale 015E,13.75,22.33,6.65,59.16,64.27,12.78 ,25.51 ,36.55,14.6,1.93,12.69,0.17
E01005464,E01005464 : Rochdale 016A,8.79,20.72,6.75,10.64,58.28,15.42 ,12.50 ,33.28,16.09,1.97,13.15,0.49
E01005465,E01005465 : Rochdale 016B,4.34,27.8,22.35,25.51,40.75,29.47 ,5.90 ,30.59,14.81,1.87,12.98,0.38
E01005466,E01005466 : Rochdale 016C,12.01,19.92,4.7,16.73,73.97,11.14 ,11.05 ,45.32,16.02,1.93,13.3,0.52
E01005467,E01005467 : Rochdale 016D,9.96,21.19,8.54,20.34,58.24,16.16 ,13.60 ,38.15,15.35,1.91,13.42,0.45
E01005468,E01005468 : Rochdale 016E,1.59,40,42.39,11.71,11.06,45.17 ,1.93 ,5.9,13.99,1.83,12.89,0.42
E01005476,E01005476 : Rochdale 017A,4.55,24.33,9.78,39.51,33.2,26.13 ,4.64 ,21.45,14.4,1.94,13.45,0.36
E01005477,E01005477 : Rochdale 017B,8.12,22.04,3.17,63.92,63.18,18.56 ,9.26 ,42.47,15.49,2.03,13.49,0.23
E01005478,E01005478 : Rochdale 017C,7.08,25.71,31.89,27.4,31.49,25.20 ,5.39 ,24.66,14.84,1.97,12.88,0.37
E01005479,E01005479 : Rochdale 017D,5.29,27.17,15.1,26.65,28.03,28.93 ,4.96 ,16.67,14.35,1.88,12.85,0.44
E01005480,E01005480 : Rochdale 017E,5.76,24.54,17.27,24.65,35.84,25.04 ,7.10 ,27.86,14.37,2.07,12.26,0.47
E01005481,E01005481 : Rochdale 017F,5.17,25.88,26.24,26.42,25.64,23.89 ,7.55 ,22.64,14.38,2.1,12.89,0.44
E01005497,E01005497 : Rochdale 018A,7.43,21.79,4.67,43.66,56.82,17.31 ,10.44 ,34.58,13.62,2,12.6,0.4
E01005501,E01005501 : Rochdale 018B,7.29,18.85,3.42,37.63,74.77,19.23 ,5.52 ,47.48,13.57,1.98,12.83,0.25
E01005502,E01005502 : Rochdale 018C,3.78,16.83,3.68,56.47,44.71,17.84 ,5.01 ,32.7,13.9,1.88,13.53,0.36
E01005504,E01005504 : Rochdale 018D,8.57,22.42,10.7,57.04,47.18,22.70 ,7.61 ,32.25,13.96,1.86,13.11,0.35
E01005505,E01005505 : Rochdale 018E,5.2,21.5,13.74,43.91,38.19,24.57 ,5.94 ,28.07,13.71,1.87,13,0.33
E01005509,E01005509 : Rochdale 018F,10.57,18.46,2.07,45.52,64.77,14.52 ,6.46 ,46.81,13.83,1.98,12.93,0.36
E01005510,E01005510 : Rochdale 019A,3.81,24.4,20.99,10.84,7.67,31.05 ,1.81 ,10.61,13.43,1.93,12.44,0.37
E01005511,E01005511 : Rochdale 019B,4.75,19.16,10.39,26.07,19.76,26.34 ,2.04 ,15.48,14.38,2.22,13.21,0.37
E01005512,E01005512 : Rochdale 019C,6.72,20.75,4.83,41.93,42.08,22.03 ,3.75 ,28.81,14.83,2.35,13.2,0.41
E01005513,E01005513 : Rochdale 019D,8.57,23.61,4.89,49.05,64.66,15.09 ,6.15 ,39.18,15.55,2.59,13.8,0.52
E01005514,E01005514 : Rochdale 019E,5.21,22.03,10.18,57.09,43.28,24.24 ,4.88 ,25.29,15.06,2.35,13.05,0.52
E01005515,E01005515 : Rochdale 019F,8.85,14.5,4.38,64.82,72.66,11.27 ,10.70 ,40.15,15.55,2.54,13.59,0.54
E01005498,E01005498 : Rochdale 020A,6.62,24.72,6.41,75.89,42.93,20.28 ,7.07 ,30.15,13.3,2.04,12.69,0.29
E01005500,E01005500 : Rochdale 020B,5.53,20.77,15.9,50.15,28.42,25.99 ,4.48 ,18.36,13.48,1.98,12.86,0.4
E01005503,E01005503 : Rochdale 020C,3.05,31.89,60.42,5.11,8.33,39.14 ,2.08 ,7.95,13.96,1.86,13.11,0.41
E01005506,E01005506 : Rochdale 020D,5.22,21.21,14.64,30.51,39.72,22.24 ,7.53 ,28.04,13.87,1.89,13.64,0.42
E01005507,E01005507 : Rochdale 020E,6.38,27.84,11.13,55.46,35.91,29.32 ,4.58 ,20.39,14.73,1.91,14.27,0.24
E01005508,E01005508 : Rochdale 020F,3.43,32.71,49.43,9.81,12.17,40.24 ,2.17 ,7.64,14.82,1.81,13.72,0.48
E01005524,E01005524 : Rochdale 021A,6.08,25.66,5.67,32.9,26.54,28.05 ,5.17 ,24.43,15.72,2.25,13.06,0.43
E01005525,E01005525 : Rochdale 021B,10.41,23.88,5.36,18.88,65.23,19.41 ,11.67 ,41.94,14.61,2.03,12.87,0.54
E01005526,E01005526 : Rochdale 021C,5.62,29.72,25.7,25.32,38.01,26.67 ,5.81 ,24.05,14.54,1.93,13.22,0.42
E01005528,E01005528 : Rochdale 021D,7.66,23.2,3.28,27.57,41.47,21.30 ,6.73 ,30.15,14.84,2.1,12.92,0.53
E01005536,E01005536 : Rochdale 021E,6.11,22.12,7.07,40.35,47.14,19.41 ,8.10 ,28.17,15.05,2.13,12.96,0.38
E01005543,E01005543 : Rochdale 021F,4.53,23.97,11.31,33.14,19.65,29.02 ,3.88 ,14.37,14.25,1.96,12.73,0.44
E01005527,E01005527 : Rochdale 022A,7.35,26.01,10.44,36.89,54.49,20.68 ,4.60 ,35.91,15.3,2.04,13.31,0.48
E01005529,E01005529 : Rochdale 022B,10.19,15.76,3.08,40.43,68.32,12.70 ,5.52 ,47.65,14.63,2.06,12.88,0.54
E01005551,E01005551 : Rochdale 022C,11.07,19.57,8.55,37.47,64.49,16.86 ,6.27 ,40.46,15.23,1.96,13.39,0.47
E01005552,E01005552 : Rochdale 022D,10.03,18.61,5.39,46.4,72.33,13.84 ,7.98 ,41.96,15.53,2.13,13.92,0.55
E01005553,E01005553 : Rochdale 022E,8.2,17.86,8.83,41.17,57.74,17.63 ,7.54 ,38.15,15.51,2.29,13.21,0.51
E01005554,E01005554 : Rochdale 022F,3.86,32.72,24.4,22.69,20.89,35.25 ,4.21 ,14.24,14.99,1.92,13.59,0.47
E01005534,E01005534 : Rochdale 023A,4.89,21.73,17.2,12.38,35.85,23.60 ,5.96 ,25.44,16.83,2.11,12.95,0.46
E01005535,E01005535 : Rochdale 023B,6.01,24.27,4.46,45.54,41.78,22.42 ,6.61 ,28.15,16.9,2.09,13.47,0.48
E01005537,E01005537 : Rochdale 023C,3.88,23.91,2.87,19.53,11.79,29.94 ,3.04 ,13.39,14.79,2.09,12.91,0.38
E01005538,E01005538 : Rochdale 023D,7.25,17.79,7.26,46.02,45.41,19.36 ,10.25 ,30.62,14.92,2.11,12.93,0.48
E01005540,E01005540 : Rochdale 023E,5.56,24.91,6.43,41.79,28.98,29.32 ,4.24 ,22,16.29,2.15,12.95,0.33
E01005541,E01005541 : Rochdale 023F,7.05,23.25,3.17,73.34,38.18,21.92 ,7.34 ,29.11,16.51,2.17,12.99,0.31
E01005542,E01005542 : Rochdale 023G,6.81,19.95,2.56,40.17,59.29,21.07 ,9.67 ,31.91,16.41,2.13,12.92,0.39
E01005533,E01005533 : Rochdale 024A,4.76,28.89,3.73,38.76,39.15,29.69 ,5.11 ,29.51,16.49,2.21,13.46,0.4
E01005539,E01005539 : Rochdale 024B,8.33,18.84,2.25,49.48,46.33,18.56 ,9.00 ,41.83,16.24,2.23,13.36,0.27
E01005546,E01005546 : Rochdale 024C,9.11,27.21,17.44,22.72,39.06,28.38 ,3.69 ,29.21,15.5,2.17,13.71,0.5
E01005547,E01005547 : Rochdale 024D,4.84,26.79,11.72,52.59,34.11,26.07 ,5.46 ,22.78,16.19,2.09,13.21,0.39
E01005548,E01005548 : Rochdale 024E,7.02,24.9,11.13,37.9,49.6,25.55 ,6.61 ,40.58,15.51,2.29,13.73,0.45
E01005530,E01005530 : Rochdale 025A,3.97,28.87,13.27,3.79,8.68,34.90 ,2.05 ,16.43,16.69,2.08,13.16,0.39
E01005531,E01005531 : Rochdale 025B,4.84,27.85,19.23,39.62,26.99,27.78 ,10.60 ,17.92,16.15,2.08,13.47,0.43
E01005532,E01005532 : Rochdale 025C,8.28,21.07,4.34,43.41,57.25,17.55 ,8.25 ,33.53,16.78,2.08,13.5,0.48
E01005544,E01005544 : Rochdale 025D,2.44,36.5,11.79,1.37,8.36,42.88 ,1.70 ,11.73,15.54,2.05,13.47,0.43
E01005545,E01005545 : Rochdale 025E,4.21,37.24,55.39,1.04,10.17,41.98 ,2.28 ,11.16,15.66,2.04,13.54,0.4
E01005549,E01005549 : Rochdale 025F,4.57,42.08,33.16,2.38,6.1,48.76 ,0.68 ,7.25,15.77,2.12,14.03,0.52
E01005550,E01005550 : Rochdale 025G,4.01,31.74,5.67,0.97,7.29,36.99 ,1.62 ,13.45,16.33,2.12,13.79,0.44
E01005886,E01005886 : Stockport 001A,4.96,26.2,6.9,41.26,41.29,28.13 ,5.43 ,28.68,15.33,2.31,12.92,0.33
E01005888,E01005888 : Stockport 001B,5.74,24.17,2.89,29.76,27.26,26.98 ,4.59 ,19.69,15.25,2.3,12.72,0.36
E01005889,E01005889 : Stockport 001C,6.72,22.4,5.34,34.87,41.6,24.44 ,4.01 ,33.38,15.57,2.28,12.83,0.3
E01005891,E01005891 : Stockport 001D,4.19,26.36,55.01,1.05,11.58,30.93 ,4.92 ,11.8,15.26,2.24,12.86,0.45
E01005894,E01005894 : Stockport 001E,3.96,26.05,2.11,48.24,21.58,31.35 ,2.99 ,19.86,15.52,2.2,12.77,0.31
E01005887,E01005887 : Stockport 002A,7.33,25.41,4.55,40.45,44.63,22.98 ,9.52 ,25.15,14.82,2.15,12.86,0.42
E01005890,E01005890 : Stockport 002B,7.4,23.75,3.59,12.48,31.57,22.20 ,5.81 ,18.97,15.32,2.21,12.96,0.41
E01005893,E01005893 : Stockport 002C,4.97,32.24,1.19,31.05,56.71,34.92 ,4.94 ,30.74,15.52,2.2,12.77,0.3
E01005896,E01005896 : Stockport 002D,6.27,27.99,3.04,67.3,42.06,26.91 ,8.01 ,28.55,15.16,2.24,12.89,0.23
E01005919,E01005919 : Stockport 002E,7.88,29.82,1.99,49.15,51.99,27.33 ,6.13 ,31.91,15.69,2.28,12.87,0.47
E01005862,E01005862 : Stockport 003A,2.49,41.2,2.87,3.55,11.51,43.64 ,3.38 ,11.68,15.85,2.21,12.7,0.4
E01005892,E01005892 : Stockport 003B,4.96,23.43,2.54,25.36,35.26,25.94 ,5.81 ,22.36,15.97,2.22,12.96,0.33
E01005895,E01005895 : Stockport 003C,3.7,26.88,4.94,9.26,33.06,29.39 ,3.51 ,25.93,15.98,2.13,12.92,0.39
E01005920,E01005920 : Stockport 003D,4.21,40.2,3.48,8.7,11.41,41.70 ,1.90 ,11.09,15.83,2.24,12.88,0.38
E01005921,E01005921 : Stockport 003E,5.75,26.36,6.73,51.19,47.14,27.42 ,8.24 ,30.45,16.24,2.19,12.98,0.23
E01005922,E01005922 : Stockport 003F,4.21,25.75,18.48,38.9,18.09,31.10 ,2.26 ,16.32,16.24,2.19,12.98,0.36
E01005753,E01005753 : Stockport 004A,8.76,18.44,4.35,47.31,57.16,17.99 ,7.25 ,35.36,17.1,2.22,13.45,0.44
E01005754,E01005754 : Stockport 004B,11.25,15.16,2.12,26.23,79.34,12.36 ,6.47 ,57.34,16.34,2.14,13.39,0.54
E01005755,E01005755 : Stockport 004C,9.01,18.32,2.36,26.56,57.16,14.10 ,9.18 ,40.78,16.98,2.25,13.31,0.44
E01005756,E01005756 : Stockport 004D,9.35,28.88,7.6,20.19,60.1,23.71 ,6.74 ,46.73,15.83,2.13,13.63,0.46
E01005745,E01005745 : Stockport 005A,2.97,28.37,17.5,27.5,19.73,36.07 ,3.67 ,12.67,14.55,2.42,12.76,0.45
E01005746,E01005746 : Stockport 005B,10.74,19.98,1.79,17.65,59.36,23.82 ,4.23 ,39.74,15.16,2.28,12.21,0.45
E01005747,E01005747 : Stockport 005C,3.25,34.97,13.78,15.99,10.71,41.09 ,1.19 ,9.86,13.14,2.48,12.33,0.46
E01005748,E01005748 : Stockport 005D,2.25,34.8,31.57,3.17,6.65,41.88 ,1.51 ,10.93,13.91,2.32,12.25,0.48
E01005863,E01005863 : Stockport 006A,2.69,54.66,13.9,12.08,25.03,52.80 ,5.71 ,21.89,17,2.26,13.09,0.45
E01005864,E01005864 : Stockport 006B,2.33,57.5,16.09,19.22,31.1,57.31 ,3.28 ,14.84,16.12,2.16,12.75,0.43
E01005866,E01005866 : Stockport 006C,4.12,51.32,6.56,17.4,47.04,48.00 ,11.59 ,27.83,16.12,2.16,12.75,0.39
E01005869,E01005869 : Stockport 006D,4.42,42.26,5.96,17.28,16.39,40.25 ,2.60 ,19.14,15.26,2.19,12.69,0.36
E01005914,E01005914 : Stockport 007A,4.75,26.12,2.37,39.41,28.83,30.09 ,2.23 ,24.52,17.2,2.22,12.9,0.35
E01005915,E01005915 : Stockport 007B,5.6,25.89,2.92,57.58,44.15,26.74 ,6.42 ,28.77,17.09,2.25,12.98,0.29
E01005916,E01005916 : Stockport 007C,5.25,37.17,4.41,48.28,34.94,33.93 ,4.01 ,23.62,18.58,2.22,13.29,0.33
E01005917,E01005917 : Stockport 007D,6.61,33.89,2.89,55.6,59.84,26.89 ,8.12 ,36.67,17.51,2.4,13.31,0.27
E01005859,E01005859 : Stockport 008A,3.63,60.15,6.85,8.28,35.35,54.56 ,6.19 ,17.49,17.18,2.16,13.05,0.44
E01005865,E01005865 : Stockport 008B,2.94,57.58,62.89,6.51,16.99,55.03 ,4.15 ,9.47,15.5,2.09,12.49,0.47
E01005867,E01005867 : Stockport 008C,4.63,57.42,14.71,11.3,21.36,59.37 ,5.11 ,14.09,16.12,2,12.49,0.5
E01005868,E01005868 : Stockport 008D,3.64,47.36,46.63,0.82,11.15,43.62 ,2.79 ,12.13,15.52,2.04,12.49,0.47
E01005743,E01005743 : Stockport 009A,2.97,27.53,7.22,0.53,11.33,32.43 ,1.76 ,14.08,15.37,2.18,13.1,0.45
E01005744,E01005744 : Stockport 009B,6.4,21.06,20.76,21.22,31,23.49 ,5.34 ,21.95,15.84,2.22,13.35,0.25
E01005749,E01005749 : Stockport 009C,3.95,29.38,27.3,25.38,17.01,36.04 ,2.47 ,14.81,14.5,2.21,12.11,0.42
E01005750,E01005750 : Stockport 009D,3.52,29.64,7.32,13.92,16.45,33.78 ,4.01 ,11.55,15.92,2.39,12.95,0.43
E01005751,E01005751 : Stockport 009E,5.78,23.7,3.41,23.25,23.25,27.76 ,6.66 ,16.26,13.2,2.07,11.92,0.37
E01005897,E01005897 : Stockport 010A,5.18,28.56,6.53,25.96,31.26,30.73 ,3.18 ,17.59,11.09,1.99,11.25,0.47
E01005898,E01005898 : Stockport 010B,5.87,32.39,26.77,34.38,23.37,37.37 ,3.12 ,14.86,11.03,2.07,11.48,0.58
E01005900,E01005900 : Stockport 010C,4.93,34,17.22,25.06,37.67,34.55 ,3.67 ,26.46,12.44,2.02,11.55,0.44
E01005903,E01005903 : Stockport 010D,5.12,43.4,61.75,8.1,6.18,50.27 ,0.63 ,6.34,12.14,2.14,11.78,0.5
E01005904,E01005904 : Stockport 010E,4.24,40.14,26.84,4.95,13.23,46.58 ,1.65 ,19.94,11.69,2.03,11.6,0.43
E01005853,E01005853 : Stockport 011A,5.95,35.26,15.52,12.99,39.16,33.44 ,6.27 ,22.39,16.11,2.21,13.2,0.44
E01005856,E01005856 : Stockport 011B,3.83,44.37,26.83,12.2,18.75,43.15 ,3.51 ,13.41,15.98,2.3,12.93,0.4
E01005860,E01005860 : Stockport 011C,2.97,55.6,10.39,8.86,10.2,55.34 ,1.19 ,7.84,17,2.22,13.37,0.43
E01005861,E01005861 : Stockport 011D,3.27,42.77,8.72,25.04,28.55,42.69 ,4.65 ,17.44,17.15,2.46,13.45,0.44
E01005752,E01005752 : Stockport 012A,4.71,23,10.46,16.01,41.84,27.13 ,6.33 ,25.52,13.48,2.09,11.73,0.48
E01005899,E01005899 : Stockport 012B,4.12,30.25,15.87,21.73,18.93,36.04 ,2.53 ,23.97,12.23,1.98,11.35,0.46
E01005901,E01005901 : Stockport 012C,3.36,31.08,25.84,8.13,12.62,38.93 ,1.59 ,12.44,13.22,2.09,11.97,0.43
E01005902,E01005902 : Stockport 012D,8.99,25.08,14.21,27.47,50.2,25.95 ,6.24 ,28.15,13.61,2.12,11.91,0.5
E01005905,E01005905 : Stockport 012E,9.78,20.05,4.15,45.02,55.06,20.40 ,9.00 ,29.78,13.61,2.12,11.91,0.45
E01005852,E01005852 : Stockport 013A,2.38,53.13,16.35,26.28,30.85,49.65 ,6.89 ,17.62,17.45,1.94,13.51,0.41
E01005854,E01005854 : Stockport 013B,2.45,58.38,11.98,36.91,13.02,57.42 ,0.69 ,10.08,16.83,2.07,13.22,0.43
E01005855,E01005855 : Stockport 013C,3.82,54.42,24.53,14.24,10.79,53.12 ,2.40 ,11.32,17.24,1.98,13.26,0.48
E01005857,E01005857 : Stockport 013D,4.73,50.7,52.9,4.68,15.67,43.35 ,5.83 ,12.12,16.53,2.01,13.19,0.45
E01005858,E01005858 : Stockport 013E,3.32,51.3,10.37,27.43,25,48.37 ,4.17 ,17.3,17.19,1.87,13.3,0.42
E01005757,E01005757 : Stockport 014A,6.59,27.56,2.34,56.12,42.64,26.37 ,7.59 ,27.27,16.09,2.38,12.94,0.3
E01005766,E01005766 : Stockport 014C,6.8,29.54,2.13,41.1,61.17,25.27 ,11.24 ,39.95,13.36,2.09,12.65,0.23
E01005918,E01005918 : Stockport 014D,22.31,19.52,1.56,12.35,85.73,15.51 ,7.94 ,63.43,17.02,2.43,13.11,0.47
E01033947,E01033947 : Stockport 014E,7.04,32.66,1.4,20.7,77.45,30.96 ,9.80 ,48.89,16.67,2.42,13.01,0.15
E01033948,E01033948 : Stockport 014F,12.89,26.77,0.23,0.81,89.31,20.71 ,5.55 ,62.43,15.52,2.44,12.97,0.19
E01005870,E01005870 : Stockport 015A,4.1,27.16,2.64,38.18,30.48,28.77 ,4.79 ,20.79,15.32,2.35,12.79,0.35
E01005871,E01005871 : Stockport 015B,5.39,28.38,4.65,68.11,29.68,30.76 ,4.03 ,21.26,14.88,2.3,12.63,0.34
E01005873,E01005873 : Stockport 015C,3.25,26.45,7.71,5.31,15.67,32.13 ,1.71 ,15.41,13.78,2.17,12.31,0.38
E01005875,E01005875 : Stockport 015D,2.92,27.02,5.83,20.86,16.77,35.59 ,1.54 ,15.54,14.13,2.19,12.41,0.34
E01005764,E01005764 : Stockport 016A,4.91,35.76,1.67,71.69,44.4,32.85 ,6.70 ,31.44,13.85,2.21,12.65,0.3
E01005816,E01005816 : Stockport 016B,4.22,34.86,3.11,82.32,41.87,31.71 ,8.20 ,24.89,15.78,2.79,12.62,0.23
E01005817,E01005817 : Stockport 016C,4.83,39.88,2.1,78.98,37.61,37.84 ,6.46 ,25.6,15.15,2.52,12.85,0.28
E01005822,E01005822 : Stockport 016D,8.22,30.45,1.16,34.17,75.05,25.27 ,9.57 ,51.4,15.64,2.55,12.97,0.13
E01005880,E01005880 : Stockport 017A,4.05,48.66,36.32,25.23,17.99,50.65 ,2.43 ,8.97,9.99,1.96,10.5,0.57
E01005881,E01005881 : Stockport 017B,3.53,56.28,88.28,1.41,4.03,60.56 ,1.01 ,5.25,10.96,2.02,10.95,0.51
E01005883,E01005883 : Stockport 017C,4.4,56.49,61.75,10.69,9.19,56.89 ,1.36 ,8.13,10.88,2.02,10.89,0.53
E01005908,E01005908 : Stockport 017D,1.61,57.83,51.1,17.71,6.43,57.58 ,1.72 ,4.23,9.12,1.9,10.05,0.69
E01005765,E01005765 : Stockport 018A,3.3,36.57,18.17,4.59,11.66,39.55 ,1.41 ,15.14,14.16,2.14,12.25,0.41
