LSOA21CD,2021 super output area - lower layer,ah4dent,ah4gp,ah4hosp,ah4phar
E01005743,E01005743 : Stockport 009A,3.0719,1.8844,2.7744,1.7296
E01005744,E01005744 : Stockport 009B,2.3318,1.7345,2.3135,1.7189
E01005749,E01005749 : Stockport 009C,0.5739,1.7877,1.065,1.1585
E01005750,E01005750 : Stockport 009D,3.4279,2.5575,3.6892,2.2876
E01005751,E01005751 : Stockport 009E,2.5527,1.0748,2.2183,0.8049
E01005897,E01005897 : Stockport 010A,1.8117,2.6386,2.6386,2.4711
E01005898,E01005898 : Stockport 010B,3.5411,3.7238,3.7238,3.5706
E01005900,E01005900 : Stockport 010C,2.0493,1.1463,1.1463,0.8277
E01005903,E01005903 : Stockport 010D,2.1164,2.2967,2.2967,2.2297
E01005904,E01005904 : Stockport 010E,1.3256,1.3028,1.3028,1.2354
E01005853,E01005853 : Stockport 011A,2.0482,2.3555,2.0474,1.8436
E01005856,E01005856 : Stockport 011B,2.0516,2.0516,0.7894,2.4798
E01005860,E01005860 : Stockport 011C,1.5002,1.4917,1.1597,1.5121
E01005861,E01005861 : Stockport 011D,1.7046,1.6995,1.3915,1.9154
E01005752,E01005752 : Stockport 012A,0.8463,1.8559,0.8452,0.9388
E01005899,E01005899 : Stockport 012B,1.6197,2.1168,1.5429,1.1936
E01005901,E01005901 : Stockport 012C,2.2896,3.3732,2.0965,2.0379
E01005902,E01005902 : Stockport 012D,1.6789,2.6354,1.481,1.4453
E01005905,E01005905 : Stockport 012E,1.3987,1.7378,1.0452,0.9389
E01005852,E01005852 : Stockport 013A,1.3595,1.4538,3.9509,1.375
E01005854,E01005854 : Stockport 013B,1.1567,2.2518,2.3875,1.0878
E01005855,E01005855 : Stockport 013C,1.1059,1.4872,3.4807,1.4295
E01005857,E01005857 : Stockport 013D,2.13,2.1876,2.9184,2.13
E01005858,E01005858 : Stockport 013E,1.2167,1.3446,3.707,1.1973
E01005757,E01005757 : Stockport 014A,1.8668,1.1684,2.2666,1.193
E01005766,E01005766 : Stockport 014C,0.8172,1.0115,0.6385,0.6332
E01005918,E01005918 : Stockport 014D,1.597,1.5421,1.5388,1.3714
E01033947,E01033947 : Stockport 014E,1.0244,0.9353,0.6922,0.7878
E01033948,E01033948 : Stockport 014F,0.898,0.6892,0.4943,1.0257
E01005870,E01005870 : Stockport 015A,1.2684,1.6052,1.6052,1.2307
E01005871,E01005871 : Stockport 015B,1.0967,1.0967,1.0967,0.7222
E01005873,E01005873 : Stockport 015C,0.9862,1.4434,1.4194,1.128
E01005875,E01005875 : Stockport 015D,0.9506,1.0784,1.0784,0.8398
E01005764,E01005764 : Stockport 016A,0.8676,1.8686,1.5529,0.966
E01005816,E01005816 : Stockport 016B,0.5159,1.0197,1.8992,0.6831
E01005817,E01005817 : Stockport 016C,1.0393,1.2507,1.8045,0.7904
E01005822,E01005822 : Stockport 016D,1.1335,0.5662,0.6968,1.1795
E01005880,E01005880 : Stockport 017A,2.8336,2.8336,2.8336,2.8336
E01005881,E01005881 : Stockport 017B,1.7465,1.7465,1.7465,1.7465
E01005883,E01005883 : Stockport 017C,1.87,1.87,1.6805,1.8425
E01005908,E01005908 : Stockport 017D,6.6779,6.765,6.765,6.6779
E01005765,E01005765 : Stockport 018A,0.9253,1.7535,2.9043,1.6813
E01005818,E01005818 : Stockport 018B,0.8857,2.463,3.4059,0.8285
E01005819,E01005819 : Stockport 018C,1.0055,2.6093,3.0933,0.8187
E01005820,E01005820 : Stockport 018D,0.8706,0.7275,2.5202,0.7291
E01005821,E01005821 : Stockport 018E,1.2454,1.5572,2.9741,1.3495
E01005823,E01005823 : Stockport 018F,1.5017,0.9892,2.3059,1.2036
E01005825,E01005825 : Stockport 019A,1.7656,0.8128,0.8128,1.6889
E01005872,E01005872 : Stockport 019B,0.9093,1.4537,1.3988,1.1403
E01005874,E01005874 : Stockport 019C,0.9778,0.9815,0.8711,0.6857
E01005876,E01005876 : Stockport 019D,1.5358,1.8483,1.9582,1.092
E01005877,E01005877 : Stockport 019E,1.0241,1.0437,0.7337,1.1121
E01005878,E01005878 : Stockport 020A,1.6636,1.768,1.6939,1.6724
E01005879,E01005879 : Stockport 020B,0.9528,0.9528,0.9528,0.836
E01005882,E01005882 : Stockport 020C,1.4012,1.6974,1.3751,1.6331
E01005884,E01005884 : Stockport 020D,1.0093,2.4753,1.1496,2.411
E01005885,E01005885 : Stockport 020E,0.726,0.7713,0.7453,0.6711
E01005832,E01005832 : Stockport 021A,1.0863,1.8604,1.2007,0.9702
E01005833,E01005833 : Stockport 021B,1.9053,2.8875,1.0708,1.2606
E01005835,E01005835 : Stockport 021C,1.4938,4.309,1.4938,1.2529
E01005837,E01005837 : Stockport 021D,1.297,4.0496,1.297,1.439
E01005843,E01005843 : Stockport 021E,0.9748,4.4734,0.9748,0.9031
E01005769,E01005769 : Stockport 022A,0.8427,1.2434,1.2222,0.8492
E01005778,E01005778 : Stockport 022B,1.5305,1.9861,2.126,1.445
E01005779,E01005779 : Stockport 022C,1.5234,1.7691,2.0107,1.5234
E01005780,E01005780 : Stockport 022D,1.5143,1.8445,2.086,1.5143
E01005781,E01005781 : Stockport 022E,1.0772,0.9967,1.2382,1.0772
E01005759,E01005759 : Stockport 023A,2.5409,2.3074,2.4696,2.0267
E01005760,E01005760 : Stockport 023B,0.6448,1.1153,0.632,0.6821
E01005797,E01005797 : Stockport 023C,1.2879,0.7404,0.8712,0.6548
E01005800,E01005800 : Stockport 023D,2.6303,1.8534,2.4525,1.895
E01005804,E01005804 : Stockport 023E,1.0713,1.2638,1.0398,0.8772
E01005824,E01005824 : Stockport 024A,1.0054,1.3431,1.7924,0.8606
E01005826,E01005826 : Stockport 024B,1.9071,2.413,1.4113,0.9685
E01005827,E01005827 : Stockport 024C,1.4632,1.8069,1.2516,1.3921
E01005828,E01005828 : Stockport 024D,2.5174,2.7687,2.0678,1.7974
E01005829,E01005829 : Stockport 024E,1.9263,2.5893,1.731,1.9564
E01005768,E01005768 : Stockport 025A,1.3541,1.816,1.816,1.6998
E01005770,E01005770 : Stockport 025B,0.9005,1.3176,1.3176,0.9246
E01005771,E01005771 : Stockport 025C,0.7943,0.7866,0.7866,0.746
E01005775,E01005775 : Stockport 025D,1.1755,1.5797,1.5797,0.9508
E01005761,E01005761 : Stockport 026A,3.321,2.9641,3.2056,3.321
E01005762,E01005762 : Stockport 026B,2.9978,4.0737,3.2462,2.9017
E01005763,E01005763 : Stockport 026C,1.3495,3.8076,1.3495,1.04
E01005799,E01005799 : Stockport 026D,1.6491,3.7224,1.6491,1.1562
E01005798,E01005798 : Stockport 027A,2.1222,1.3166,1.8513,1.6217
E01005801,E01005801 : Stockport 027B,0.6178,1.8358,1.254,0.8548
E01005802,E01005802 : Stockport 027C,1.4541,1.9811,2.1003,1.6832
E01005803,E01005803 : Stockport 027D,1.917,2.3607,2.608,2.13
E01005830,E01005830 : Stockport 027E,0.6935,1.5737,1.1761,1.1389
E01005831,E01005831 : Stockport 027F,0.6934,1.864,1.0382,0.7436
E01005767,E01005767 : Stockport 028A,1.891,2.33,2.8897,2.7167
E01005772,E01005772 : Stockport 028B,0.937,1.6865,1.6865,1.7233
E01005773,E01005773 : Stockport 028C,0.6522,1.4429,1.4429,0.878
E01005774,E01005774 : Stockport 028D,1.7032,2.2534,2.4245,1.9985
E01005776,E01005776 : Stockport 028E,2.1168,2.9052,2.9207,2.8255
E01005909,E01005909 : Stockport 029A,1.6692,1.5515,1.8597,1.6359
E01005910,E01005910 : Stockport 029B,0.6525,0.6041,0.853,0.1745
E01005911,E01005911 : Stockport 029C,2.2564,2.1975,2.2716,2.1696
E01005912,E01005912 : Stockport 029D,4.2408,4.1627,4.4402,4.1742
E01005782,E01005782 : Stockport 030A,3.4596,3.4602,3.5523,2.9393
E01005783,E01005783 : Stockport 030B,2.0634,2.8824,2.5933,1.7835
E01005784,E01005784 : Stockport 030C,1.6695,3.2786,2.4663,1.9199
E01005785,E01005785 : Stockport 030D,1.6405,3.0888,1.3966,0.9882
E01005786,E01005786 : Stockport 030E,0.7076,3.0601,1.5001,0.5045
E01005834,E01005834 : Stockport 031A,1.7848,2.0348,1.965,1.7704
E01005836,E01005836 : Stockport 031B,1.4342,1.6144,1.5087,1.4198
E01005838,E01005838 : Stockport 031C,1.1016,0.2293,1.2817,0.8884
E01005840,E01005840 : Stockport 031D,1.0118,1.3663,1.2678,1.3294
E01005927,E01005927 : Stockport 032A,0.6909,0.6909,3.6072,1.1057
E01005928,E01005928 : Stockport 032B,1.7855,1.7855,4.1472,0.7468
E01005929,E01005929 : Stockport 032C,1.7968,2.2506,3.2652,1.9976
E01005930,E01005930 : Stockport 032D,1.6398,1.6624,2.0416,1.6808
E01005806,E01005806 : Stockport 033A,2.0812,3.0469,3.0469,0.9065
E01005813,E01005813 : Stockport 033B,2.9873,2.6344,2.762,2.6846
E01005814,E01005814 : Stockport 033C,2.443,2.0713,2.0713,1.4274
E01005815,E01005815 : Stockport 033D,1.3287,2.9937,2.9937,1.1212
E01005777,E01005777 : Stockport 034A,3.0253,3.4447,2.1086,1.5949
E01005787,E01005787 : Stockport 034B,2.6164,2.0737,1.9839,1.7614
E01005788,E01005788 : Stockport 034C,1.8179,2.1512,1.2674,1.6851
E01005790,E01005790 : Stockport 034D,3.8986,3.8808,3.7389,1.3284
E01005805,E01005805 : Stockport 035A,1.3564,2.3518,2.3518,0.9529
E01005807,E01005807 : Stockport 035B,1.3595,3.3916,3.3916,1.225
E01005839,E01005839 : Stockport 035C,0.9189,2.5786,1.9027,2.6107
E01005841,E01005841 : Stockport 035D,1.4821,2.1666,1.8617,2.0194
E01005844,E01005844 : Stockport 036A,2.5586,2.0803,2.4151,2.3676
E01005845,E01005845 : Stockport 036B,1.1322,1.2335,1.399,0.8254
E01005849,E01005849 : Stockport 036C,1.4449,1.2856,1.2856,1.2361
E01005851,E01005851 : Stockport 036D,2.5807,2.5793,2.6373,2.3275
E01005808,E01005808 : Stockport 037A,2.0515,1.2737,2.4916,1.2737
E01005809,E01005809 : Stockport 037B,3.0592,2.2387,2.5359,2.2692
E01005810,E01005810 : Stockport 037C,3.011,2.1761,2.3106,2.1886
E01005811,E01005811 : Stockport 037D,2.4069,2.4069,3.8188,2.3127
E01005812,E01005812 : Stockport 037E,1.5534,1.5245,3.6417,1.5842
E01005842,E01005842 : Stockport 038A,2.0545,2.9324,2.9265,2.1837
E01005906,E01005906 : Stockport 038B,1.954,1.954,1.954,1.954
E01005907,E01005907 : Stockport 038C,1.3082,1.3082,1.3082,1.3082
E01005913,E01005913 : Stockport 038D,2.52,2.52,2.52,2.52
E01005789,E01005789 : Stockport 039A,0.6711,2.6738,1.9118,1.2316
E01005791,E01005791 : Stockport 039B,1.7585,1.0394,1.0394,0.9886
E01005793,E01005793 : Stockport 039C,3.5409,3.2237,3.2237,2.4839
E01005795,E01005795 : Stockport 039D,2.6932,2.5986,2.8943,2.5805
E01005796,E01005796 : Stockport 039E,1.1685,2.9859,2.7055,1.8841
E01005846,E01005846 : Stockport 040A,1.7219,2.6051,2.5585,2.8857
E01005847,E01005847 : Stockport 040B,1.7755,1.2861,1.2861,1.5667
E01005848,E01005848 : Stockport 040C,2.727,2.8532,2.8532,2.944
E01005850,E01005850 : Stockport 040D,2.3782,2.7453,2.7453,2.3719
E01005792,E01005792 : Stockport 041A,0.7458,1.71,1.71,1.5427
E01005794,E01005794 : Stockport 041B,1.6912,2.215,2.4123,2.1697
E01005923,E01005923 : Stockport 041C,1.9772,1.9383,2.3734,1.9489
E01005931,E01005931 : Stockport 041D,1.2286,1.4689,1.8753,1.4508
E01005924,E01005924 : Stockport 042A,0.5166,0.2803,0.8433,0.5262
E01005925,E01005925 : Stockport 042B,1.0702,1.1614,1.7244,1.4073
E01005926,E01005926 : Stockport 042C,4.3769,4.57,5.1331,4.8159
E01005932,E01005932 : Stockport 042D,2.0688,1.9367,2.1035,1.9007
E01006053,E01006053 : Tameside 001A,2.9588,2.7544,2.7445,2.7445
E01006054,E01006054 : Tameside 001B,0.7958,0.9126,0.8804,0.9273
E01006055,E01006055 : Tameside 001C,1.3615,1.2718,1.1513,1.1513
E01006057,E01006057 : Tameside 001D,2.2364,1.9504,3.2396,1.9504
E01006058,E01006058 : Tameside 001E,0.6686,0.6335,1.2886,0.6634
E01006059,E01006059 : Tameside 001F,1.6932,1.4071,2.6874,1.4071
E01005938,E01005938 : Tameside 002A,4.2625,3.2269,3.6369,3.278
E01005939,E01005939 : Tameside 002B,4.4139,4.0202,3.8865,4.0202
E01005940,E01005940 : Tameside 002C,3.8031,4.1532,3.3538,4.3833
E01005955,E01005955 : Tameside 002D,2.5553,1.8979,2.6521,1.8837
E01006056,E01006056 : Tameside 003A,2.3522,2.0662,3.3554,2.0662
E01006061,E01006061 : Tameside 003B,5.1239,2.8542,5.173,2.0439
E01006062,E01006062 : Tameside 003C,4.9687,3.9078,5.8543,3.0231
E01006063,E01006063 : Tameside 003D,4.3459,3.0341,2.4417,3.1398
E01005936,E01005936 : Tameside 004A,3.5747,2.5113,1.5377,2.5113
E01005937,E01005937 : Tameside 004B,3.7597,2.7575,1.7545,2.7575
E01005945,E01005945 : Tameside 004C,2.4215,1.386,1.7443,1.386
E01005946,E01005946 : Tameside 004D,1.5815,1.2462,1.7467,1.2292
E01005947,E01005947 : Tameside 004E,1.4498,0.624,1.6365,0.6427
E01005954,E01005954 : Tameside 005A,2.0285,1.2213,2.0131,1.2265
E01005956,E01005956 : Tameside 005B,3.1247,2.4241,3.131,2.5497
E01005957,E01005957 : Tameside 005C,1.3336,0.7472,1.5857,0.9433
E01005958,E01005958 : Tameside 005D,2.5282,1.6659,2.6651,1.8184
E01005959,E01005959 : Tameside 005E,2.2586,1.7053,2.2466,1.8579
E01005933,E01005933 : Tameside 006A,2.6013,2.7566,2.5177,2.7566
E01005934,E01005934 : Tameside 006B,2.3986,2.7546,2.0326,2.956
E01005935,E01005935 : Tameside 006C,2.4362,1.6921,1.9108,1.6921
E01005949,E01005949 : Tameside 006D,0.6348,1.3864,0.6065,1.3864
E01005960,E01005960 : Tameside 006E,1.0622,1.32,1.2867,1.4648
E01005941,E01005941 : Tameside 007A,0.8781,0.8776,1.0704,0.7059
E01005942,E01005942 : Tameside 007B,1.5081,1.1453,1.5588,1.0722
E01005943,E01005943 : Tameside 007C,1.2292,1.6019,1.0822,1.6019
E01005944,E01005944 : Tameside 007D,2.2526,1.0023,1.7217,1.039
E01006060,E01006060 : Tameside 008A,2.5137,1.2743,1.2188,1.288
E01006064,E01006064 : Tameside 008B,3.858,2.6605,0.8956,2.5595
E01006065,E01006065 : Tameside 008C,3.621,2.3153,0.9485,2.4149
E01006066,E01006066 : Tameside 008D,2.7098,1.5932,1.051,1.4552
E01006067,E01006067 : Tameside 009A,3.4694,1.4661,2.9585,1.4661
E01006068,E01006068 : Tameside 009B,1.8017,1.0642,1.2362,1.018
E01006069,E01006069 : Tameside 009C,2.8191,1.2713,2.3357,1.2713
E01006073,E01006073 : Tameside 009D,4.2438,1.4664,3.7329,0.8191
E01005993,E01005993 : Tameside 010A,5.9546,5.6892,6.7524,5.9546
E01005995,E01005995 : Tameside 010B,5.8429,5.3991,6.3723,5.5745
E01005996,E01005996 : Tameside 010C,3.5272,3.2619,4.3251,3.5272
E01005997,E01005997 : Tameside 010D,1.5048,1.6213,2.4006,1.5048
E01006000,E01006000 : Tameside 010E,1.344,0.6283,0.6325,0.5582
E01005994,E01005994 : Tameside 011A,2.4407,0.9364,1.8903,2.4407
E01005999,E01005999 : Tameside 011B,1.5015,1.6391,1.5007,1.5125
E01006002,E01006002 : Tameside 011C,0.9467,1.6209,1.5697,1.3904
E01006004,E01006004 : Tameside 011D,1.7919,1.1745,1.4378,1.8836
E01006005,E01006005 : Tameside 011E,3.0249,1.5049,1.4981,3.0448
E01006007,E01006007 : Tameside 011F,2.4641,1.4642,0.9054,2.4841
E01005998,E01005998 : Tameside 012A,1.0852,2.3887,2.2799,1.338
E01006001,E01006001 : Tameside 012B,1.7367,2.5184,2.5184,1.52
E01006003,E01006003 : Tameside 012C,1.2524,2.583,2.4742,0.9305
E01006006,E01006006 : Tameside 012D,2.728,2.4386,1.9885,2.748
E01005948,E01005948 : Tameside 013A,0.9824,0.5527,0.262,0.7053
E01005950,E01005950 : Tameside 013B,1.3629,1.2684,1.1903,1.2684
E01005951,E01005951 : Tameside 013C,2.3695,0.7985,1.0381,0.7985
E01005953,E01005953 : Tameside 013E,1.7769,0.6677,0.6227,0.6677
E01033949,E01033949 : Tameside 013F,0.8136,0.8136,0.7183,0.8136
E01033950,E01033950 : Tameside 013G,1.3915,1.1677,0.8726,1.1641
E01005961,E01005961 : Tameside 014A,3.0991,2.5044,2.0075,2.5132
E01005962,E01005962 : Tameside 014B,2.6941,1.7434,1.8876,1.7434
E01005968,E01005968 : Tameside 014C,2.7221,1.9512,2.0402,1.9512
E01005969,E01005969 : Tameside 014D,2.1697,1.0846,1.3093,1.0846
E01006022,E01006022 : Tameside 015A,1.5865,0.7952,0.7046,0.8947
E01006023,E01006023 : Tameside 015B,1.7373,1.3766,1.5729,1.3059
E01006070,E01006070 : Tameside 015C,2.3665,1.6664,2.1747,1.6099
E01006071,E01006071 : Tameside 015D,3.7695,3.3187,3.5777,3.0417
E01006072,E01006072 : Tameside 015E,4.8301,4.0597,4.624,4.0542
E01006009,E01006009 : Tameside 016A,1.8613,1.8613,2.2762,2.163
E01006017,E01006017 : Tameside 016B,3.7887,3.515,2.8182,2.8464
E01006018,E01006018 : Tameside 016C,2.3929,2.1192,2.1828,2.1192
E01006021,E01006021 : Tameside 016D,2.089,1.9334,2.0586,1.9835
E01006008,E01006008 : Tameside 017A,2.0571,1.7199,1.488,2.0396
E01006010,E01006010 : Tameside 017B,0.4541,0.506,0.6261,0.5418
E01006012,E01006012 : Tameside 017C,0.9081,0.9361,1.2493,1.1626
E01006015,E01006015 : Tameside 017D,2.7109,2.7322,1.0501,1.4974
E01006016,E01006016 : Tameside 017E,0.779,0.779,0.7088,0.7758
E01006011,E01006011 : Tameside 018A,1.2539,1.2539,1.8688,1.8386
E01006013,E01006013 : Tameside 018B,2.7167,2.6643,1.381,1.4091
E01006014,E01006014 : Tameside 018C,1.275,1.5078,1.5505,1.5135
E01006019,E01006019 : Tameside 018D,3.74,3.663,2.062,2.0902
E01006020,E01006020 : Tameside 018E,3.4368,3.3232,1.9586,2.0315
E01005963,E01005963 : Tameside 019A,2.9019,1.7044,1.7891,1.7362
E01005964,E01005964 : Tameside 019B,3.1751,2.6676,2.5753,2.4932
E01005965,E01005965 : Tameside 019C,1.7262,1.0271,0.9702,1.3886
E01005966,E01005966 : Tameside 019D,1.7894,1.4942,2.1858,1.4942
E01005967,E01005967 : Tameside 019E,1.2734,1.2924,1.3156,0.9723
E01006031,E01006031 : Tameside 020A,2.7237,1.9803,1.112,2.5863
E01006032,E01006032 : Tameside 020B,3.3977,3.2004,2.0221,1.3538
E01006033,E01006033 : Tameside 020C,3.128,2.5336,1.2626,1.6885
E01006034,E01006034 : Tameside 020D,4.1174,3.9773,2.732,0.7512
E01006035,E01006035 : Tameside 020E,2.2223,2.0462,1.968,1.9229
E01006036,E01006036 : Tameside 020F,1.9805,1.7505,1.1166,1.7442
E01005970,E01005970 : Tameside 021A,1.9965,1.757,2.2526,1.5978
E01005972,E01005972 : Tameside 021B,0.9344,0.6463,1.3159,0.6106
E01005974,E01005974 : Tameside 021C,0.5186,0.6999,0.7618,0.401
E01005975,E01005975 : Tameside 021D,1.0347,1.527,1.0744,1.4929
E01006024,E01006024 : Tameside 022A,3.1588,3.5926,3.1588,3.4049
E01006026,E01006026 : Tameside 022B,1.8519,2.4061,1.8519,2.1893
E01006037,E01006037 : Tameside 022C,5.6974,5.5573,4.426,2.1431
E01006038,E01006038 : Tameside 022D,3.8281,3.688,3.4587,2.1415
E01006047,E01006047 : Tameside 023A,5.2644,1.1938,1.0246,1.1938
E01006048,E01006048 : Tameside 023B,2.8991,1.0597,2.7208,1.0109
E01006049,E01006049 : Tameside 023C,4.5894,0.836,1.0798,0.8256
E01006051,E01006051 : Tameside 023D,5.7342,4.0332,5.5411,4.0332
E01005985,E01005985 : Tameside 024A,1.8363,2.7115,2.8092,1.6516
E01005987,E01005987 : Tameside 024B,2.0594,2.1575,2.7321,1.0469
E01005988,E01005988 : Tameside 024C,1.1429,2.1432,3.1345,1.3338
E01005990,E01005990 : Tameside 024D,0.9798,2.3818,2.8733,1.9676
E01005991,E01005991 : Tameside 024E,0.9056,2.1861,2.903,1.24
E01005971,E01005971 : Tameside 025A,1.498,1.4044,1.3258,1.2162
E01005986,E01005986 : Tameside 025B,1.1462,1.3822,0.9877,1.4062
E01005989,E01005989 : Tameside 025C,2.0622,2.0967,1.9578,2.175
E01005992,E01005992 : Tameside 025D,1.1861,1.0551,0.8173,0.9044
E01005973,E01005973 : Tameside 026A,1.8682,1.7756,1.4935,1.7026
E01005976,E01005976 : Tameside 026B,1.2558,1.8155,1.2292,1.2953
E01005977,E01005977 : Tameside 026C,1.2503,2.2081,1.6275,1.8021
E01005978,E01005978 : Tameside 026D,2.2335,2.5817,2.0008,2.0439
E01006025,E01006025 : Tameside 027A,1.2492,1.3452,1.3189,1.3452
E01006027,E01006027 : Tameside 027B,1.8918,2.1812,2.1727,2.1812
E01006050,E01006050 : Tameside 027C,0.9862,1.3927,1.3671,1.3927
E01006052,E01006052 : Tameside 027D,1.9717,1.5413,1.7934,1.3903
E01006028,E01006028 : Tameside 028A,0.6007,0.757,0.738,0.3611
E01006029,E01006029 : Tameside 028B,0.5876,0.9494,0.5913,0.9586
E01006030,E01006030 : Tameside 028C,1.8012,1.1604,1.1604,1.9453
E01006039,E01006039 : Tameside 028D,1.3709,1.3858,0.7388,1.3529
E01006040,E01006040 : Tameside 028E,0.983,0.8041,0.4683,0.7693
E01006041,E01006041 : Tameside 028F,0.6565,0.7672,0.7633,0.7672
E01005979,E01005979 : Tameside 029A,1.4667,3.7226,1.2473,1.2473
E01005980,E01005980 : Tameside 029B,2.363,3.3558,2.4307,2.4726
E01005981,E01005981 : Tameside 029C,2.2958,3.2549,2.455,2.5187
E01005982,E01005982 : Tameside 029D,2.2798,3.239,2.657,2.94
E01005983,E01005983 : Tameside 029E,1.3202,4.9963,2.1474,2.1474
E01005984,E01005984 : Tameside 029F,2.3355,4.6112,3.1273,3.1273
E01006042,E01006042 : Tameside 030A,2.1321,1.8271,1.8271,1.0525
E01006043,E01006043 : Tameside 030B,1.2774,1.2664,1.2604,1.2604
E01006044,E01006044 : Tameside 030C,2.547,2.536,2.536,1.4991
E01006045,E01006045 : Tameside 030D,3.1965,2.954,2.954,1.6239
E01006046,E01006046 : Tameside 030E,1.7254,1.7144,1.7144,1.0796
E01006109,E01006109 : Trafford 001A,0.8764,1.1734,1.393,1.0241
E01006110,E01006110 : Trafford 001B,1.1426,1.3036,1.3743,0.5249
E01006111,E01006111 : Trafford 001C,1.2482,1.1981,1.5515,0.9636
E01006112,E01006112 : Trafford 001D,1.0864,0.9448,1.5611,0.5998
E01006188,E01006188 : Trafford 001F,1.2834,1.5444,1.0413,1.0254
E01034000,E01034000 : Trafford 001G,2.0911,1.0967,0.9503,1.6364
E01034001,E01034001 : Trafford 001H,1.5878,1.0936,1.0406,1.3319
E01006116,E01006116 : Trafford 002A,1.3774,1.0857,1.284,1.4305
E01006117,E01006117 : Trafford 002B,1.5589,1.5503,1.3286,0.8218
E01006118,E01006118 : Trafford 002C,0.9206,0.8649,1.6981,1.581
E01006119,E01006119 : Trafford 002D,2.1424,2.1561,1.1683,0.8303
E01006121,E01006121 : Trafford 002E,2.985,3.5293,2.7564,2.0803
E01006141,E01006141 : Trafford 003A,1.1494,1.0395,1.1193,1.0068
E01006186,E01006186 : Trafford 003B,1.9027,2.0267,0.5531,1.2452
E01006187,E01006187 : Trafford 003C,0.827,0.8556,1.0431,0.8556
E01006189,E01006189 : Trafford 003D,0.8896,1.0601,1.0601,1.0601
E01006113,E01006113 : Trafford 004A,0.6833,1.2984,1.059,0.6833
E01006114,E01006114 : Trafford 004B,1.4688,1.5329,1.0888,1.091
E01006115,E01006115 : Trafford 004C,1.4777,0.8771,0.9709,0.9372
E01006145,E01006145 : Trafford 004D,1.445,2.4294,1.3845,1.3845
E01006146,E01006146 : Trafford 004E,0.8735,2.1422,1.8842,1.0944
E01006122,E01006122 : Trafford 005A,3.6612,2.2867,2.2425,2.2867
E01006123,E01006123 : Trafford 005B,2.2002,1.4771,0.8161,1.2003
E01006124,E01006124 : Trafford 005C,1.7196,2.0661,2.1166,1.3636
E01006128,E01006128 : Trafford 005D,2.5876,1.8845,1.2389,1.2122
E01006131,E01006131 : Trafford 005E,3.0551,2.8941,2.4305,2.0722
E01006155,E01006155 : Trafford 006A,2.4832,3.0469,2.8697,1.3371
E01006157,E01006157 : Trafford 006B,2.9257,3.1592,2.7508,1.4275
E01006159,E01006159 : Trafford 006C,1.8393,0.7456,0.7456,0.6462
E01006182,E01006182 : Trafford 006D,2.1683,3.0182,2.4075,1.2433
E01006183,E01006183 : Trafford 006E,1.0655,2.1359,1.3519,1.1719
E01006125,E01006125 : Trafford 007A,1.3313,1.8899,1.8945,1.5492
E01006126,E01006126 : Trafford 007B,1.1833,1.5069,1.1068,1.1662
E01006127,E01006127 : Trafford 007C,2.9679,3.1172,2.3615,2.7765
E01006130,E01006130 : Trafford 007D,2.0073,1.8592,2.1188,1.0373
E01006132,E01006132 : Trafford 007E,3.7432,3.5952,2.812,2.6639
E01006156,E01006156 : Trafford 008A,2.1963,2.0539,2.0603,1.4617
E01006158,E01006158 : Trafford 008B,2.2375,2.0373,2.0373,1.8359
E01006179,E01006179 : Trafford 008C,1.1226,1.9175,1.1241,1.3686
E01006184,E01006184 : Trafford 008D,1.7205,2.5942,2.0972,1.2016
E01006198,E01006198 : Trafford 009A,1.1866,0.6611,1.404,0.8149
E01006199,E01006199 : Trafford 009B,1.8685,1.5007,1.9441,1.7023
E01006200,E01006200 : Trafford 009C,1.1368,1.0909,1.0512,1.6078
E01006201,E01006201 : Trafford 009D,0.7421,1.1385,1.5913,0.9985
E01006202,E01006202 : Trafford 009E,0.6311,0.4479,0.9794,0.7895
E01006120,E01006120 : Trafford 010A,1.0997,0.8354,1.2085,1.4557
E01006129,E01006129 : Trafford 010B,2.6458,2.3208,2.1924,1.2216
E01006133,E01006133 : Trafford 010C,3.1437,2.7474,2.9656,1.4813
E01006197,E01006197 : Trafford 010D,1.436,1.3461,1.293,1.4801
E01006203,E01006203 : Trafford 010E,2.1917,1.7953,2.0136,0.7022
E01006142,E01006142 : Trafford 011A,1.8014,1.9153,1.1961,1.7618
E01006143,E01006143 : Trafford 011B,1.4307,1.8786,1.0852,1.6767
E01006144,E01006144 : Trafford 011C,0.8983,1.3462,0.5528,1.1443
E01006180,E01006180 : Trafford 011D,0.9231,1.3006,0.553,0.9261
E01006181,E01006181 : Trafford 011E,0.9528,1.3026,1.1671,1.106
E01006147,E01006147 : Trafford 012A,1.7279,1.66,1.345,1.665
E01006149,E01006149 : Trafford 012B,1.0866,1.2755,0.8701,1.2835
E01006150,E01006150 : Trafford 012C,0.9305,0.8058,1.2644,0.8058
E01006154,E01006154 : Trafford 012D,1.2348,1.7877,1.4534,1.916
E01006165,E01006165 : Trafford 012E,1.1977,1.4863,0.9376,1.8811
E01006166,E01006166 : Trafford 013A,3.7122,0.9028,0.9028,0.8205
E01006169,E01006169 : Trafford 013B,3.1636,0.993,2.3288,0.9986
E01006170,E01006170 : Trafford 013C,2.6906,0.7692,2.2301,0.7692
E01006171,E01006171 : Trafford 013D,3.832,1.3873,1.7371,1.0181
